PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category
AFFECTS,Alkaloids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Eicosanoids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Eicosanoid
AFFECTS,Vision,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,ADAM12,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AFFECTS,LINC01116,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,TP53 gene|TP53,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
DISRUPTS,OIP5-AS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,polyphenols,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AFFECTS,Blue light,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,MIR195,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,phenyl ether,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Heparitin Sulfate,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,Other
CAUSES,Study models,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other
PREDISPOSES,Insulin-Like Growth Factor II|CD74|GCNT2|TCN2|VIPR1|TAF8,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
PREDISPOSES,FAS gene|FAS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Hesperidin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Mutagens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hazardous or Poisonous Substance
DISRUPTS,PDK4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Garlic,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Multiple Myeloma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Anesthesia procedures,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other
PREDISPOSES,Soybeans,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Cyclical mastalgia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,NAT2 gene|NAT2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
DISRUPTS,PIK3CA|PIK3CB|PIK3CD|PIK3CG,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
PREDISPOSES,Yogurt,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,UGT8,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Nuclear Factor 45 Protein|ILF2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
AFFECTS,"DNA, Mitochondrial",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AUGMENTS,PSMD2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,antibody conjugate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Indicator, Reagent, or Diagnostic Aid"
PREDISPOSES,GSTM2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Sterol Regulatory Element Binding Protein 1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
AFFECTS,chemokine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,src-Family Kinases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,MYC gene|MYC,Sporadic Breast Carcinoma,0.0,Female Breast Cancer,Gene or Genome
PREDISPOSES,Chicken Meat,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,S100A7,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other
AUGMENTS,CD24,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,CYTH3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Interleukin-2,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,Other
PREDISPOSES,UGT1A1 gene|UGT1A1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
DISRUPTS,2-chloroethyl ethyl sulfide,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,ERBB2 gene|ERBB2,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome
AFFECTS,Signal Transduction,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Flavonols,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Alcoholic Beverages,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Epidermal Growth Factor|EGF,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
CAUSES,Estrogenic,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone
PREDISPOSES,Depressed mood,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,ZFHX3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Functional disorder,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Intellectual functioning disability,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,CD247,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Epidermal Growth Factor Receptor|EREG|ESR1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
PREDISPOSES,Transfer RNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AFFECTS,gene therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AUGMENTS,lysophosphatidic acid,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical
PREDISPOSES,Measles-Mumps-Rubella Vaccine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,agonists,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,THBS1 gene|THBS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,PIP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Loss of Heterozygosity,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Smoke,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,WWOX,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
CAUSES,Deoxycholic Acid,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical
AFFECTS,polymorphic microsatellite markers,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,Epidermal Growth Factor Receptor|EGFR,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Biologically Active Substance
CAUSES,cytokine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
AFFECTS,Malignant neoplasm of endometrium,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process
AFFECTS,Menstrual cycle,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other
AFFECTS,dietary intervention,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Reliance,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,PSYCHIATRIC HISTORY,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
CAUSES,Neoplastic Processes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process
AFFECTS,Fibroblast Growth Factor Receptor 2|FGF7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
DISRUPTS,"RNA, Messenger",Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AFFECTS,"DNA, Complementary",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
PREDISPOSES,Histamine H2 Antagonists,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Antipsychotic Agents,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical Viewed Functionally
CAUSES,Hormones,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Hormone
AFFECTS,ESR1 gene|ESR1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,interleukin-23,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,CXCL1 gene|CXCL1,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome
PREDISPOSES,Acetaminophen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Diphosphonates,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
CAUSES,Malignant neoplasm of breast,Female Breast Carcinoma,0.0049950049950049,Female Breast Cancer,Neoplastic Process
CAUSES,benzanthracene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,GSTM1 gene|GSTM1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,BP1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,adjuvant therapy,Contralateral breast cancer,0.0019980019980019,Female Breast Cancer,Other
AFFECTS,Disease Progression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Radiation therapy,Contralateral breast cancer,0.0019980019980019,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Strenuous Exercise,Carcinoma in situ of breast,0.0019980019980019,Female Breast Cancer,Other
PREDISPOSES,EGR1 gene|EGR1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Gel,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Estrogen Receptors,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
AFFECTS,Malignant Neoplasms,Familial cancer of breast,0.0039960039960039,Female Breast Cancer,Neoplastic Process
PREDISPOSES,"Insulin, Glargine, Human",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Zinc,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,IL13Ralpha2,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
PREDISPOSES,Ataxia Telangiectasia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Analgesics,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other
AFFECTS,Insulin Receptor|INSR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Immune response,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor
AFFECTS,Calcium Channel Blockers,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,alcohol effect,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,BRCA1 gene|BRCA1,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome
CAUSES,Ovarian Carcinoma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process
PREDISPOSES,Female Homosexuality,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Proto-Oncogene Protein pp60 (c-src)|SRC,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,delta-hexachlorocyclohexane,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Manganese Superoxide Dismutase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Receptor Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,DPF3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Cytochrome P-450 CYP1A1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Personality Traits,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Paraoxonase 1|PON1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Hydroxyestrones,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
PREDISPOSES,checkpoint kinase 2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,HMGB1 gene|HMGB1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,HSD11B1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Growth Factor,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Biologically Active Substance
AFFECTS,DNA Methylation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,ZNF217 gene|ZNF217,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AUGMENTS,Tenascin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,IRS1 gene|IRS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,CXC Chemokines,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Organic solvent product,Carcinoma of Male Breast,0.0049950049950049,Male Breast Cancer,Chemical
AFFECTS,Simvastatin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,bevacizumab,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
CAUSES,Ethanol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Inflammation Process,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Moderate Exercise,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Uniparental Disomy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Rubidium,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,19p13.1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Injection procedure,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Plasminogen Activator Inhibitor 1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Sitting height,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,JNK Mitogen-Activated Protein Kinases|JUN,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
AUGMENTS,E2F3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,polyphenols,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,BRCA1 gene|BRCA1,Contralateral breast cancer,0.0019980019980019,Female Breast Cancer,Gene or Genome
PREDISPOSES,6/4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,capecitabine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Heme Oxygenase-1,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Pregnancy,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other
PREDISPOSES,Metric,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Insulin|INS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,CpG Islands,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,RABGEF1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,participation,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,FLOT2 gene|FLOT2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Behavior,Familial cancer of breast,0.0039960039960039,Female Breast Cancer,Other
AFFECTS,Thromboembolism,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,response,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
PREDISPOSES,NBN,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Chronic lymphocytic inflammation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Organic Food,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food
PREDISPOSES,HFE,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,"APEX1 protein, human|APEX1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
PREDISPOSES,RRM2 gene|RRM2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Chemotherapy-Oncologic Procedure,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AFFECTS,Enrich,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,ERBB2 gene|ERBB2,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome
PREDISPOSES,Nipple discharge NOS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Symptoms,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
CAUSES,Hair Dyes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Indicator, Reagent, or Diagnostic Aid"
AFFECTS,Histopathology,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
PREDISPOSES,Renin-angiotensin system inhibition,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,MAP Kinase Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Autoantibody NOS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Indicator, Reagent, or Diagnostic Aid"
AFFECTS,Neutropenia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Decalcification,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Asthenia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Nicotine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Sulfonylurea Compounds,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Chemical
DISRUPTS,Protein-Serine-Threonine Kinases,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
CAUSES,Cyclin D1|CCND1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Pharmacotherapy,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
PREDISPOSES,Vitamin D-Binding Protein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
AFFECTS,ursolic acid,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical
PREDISPOSES,Physical activity,Sporadic Breast Carcinoma,0.0,Female Breast Cancer,Other
PREDISPOSES,NANOG,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Breastfeeding performance,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,CHEK2 gene|CHEK2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
CAUSES,TRAN gene|TRA-TGC7-1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Overweight,Inflammatory Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Other
PREDISPOSES,Estrogens,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Hormone
PREDISPOSES,Depressive Symptoms,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,receptor for advanced glycation endproducts,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Anorexia Nervosa,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,crocetin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,AKT1 gene|AKT1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,delphinidin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Common wart,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,apolipoprotein D|APOD,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,"Amino Acid, Peptide, or Protein"
PREDISPOSES,Inflammation,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,LAPTM4B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,COPS5,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other
PREDISPOSES,"Breast Feeding, Exclusive",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,everolimus,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Xenograft Model,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Radiation-Induced Change,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Stress,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
AFFECTS,Self-Examination,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Breast neoplasm screening,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,BRCA1 gene|BRCA1,Female Breast Carcinoma,0.0049950049950049,Female Breast Cancer,Gene or Genome
AFFECTS,Multiple alleles,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Deficient knowledge,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,CLCN3 gene|CLCN3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,ethylmalonic acid,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical
DISRUPTS,HTATIP gene|KAT5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Taurine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Genes,Female Breast Carcinoma,0.0049950049950049,Female Breast Cancer,Gene or Genome
PREDISPOSES,Menopausal Status,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other
AFFECTS,Angiotensin-Converting Enzyme Inhibitors,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Enzyme
PREDISPOSES,Benzodiazepines,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Untranslated Regions,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,"Element, Ion, or Isotope"
DISRUPTS,LINC01585,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,MGMT gene|MGMT,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Natural Products,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Physical activity,Carcinoma of Male Breast,0.0049950049950049,Male Breast Cancer,Other
PREDISPOSES,Ibuprofen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Serine Protease,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Enzyme
AFFECTS,Emergency contraception,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
CAUSES,Carbon ion,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Prognostic Factor,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
CAUSES,"EPIDERMAL GROWTH FACTOR, HUMAN|EREG|ESR1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
PREDISPOSES,Chemical Exposure,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical
PREDISPOSES,vitamin supplement,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food
PREDISPOSES,coenzyme Q10,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Enzyme
AFFECTS,MicroRNAs,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AFFECTS,Verbal,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Genes,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome
PREDISPOSES,PGR gene|PGR,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome
PREDISPOSES,CCDC6 gene|CCDC6,Sporadic Breast Carcinoma,0.0,Female Breast Cancer,Gene or Genome
CAUSES,BRCA2 gene|BRCA2,Sporadic Breast Carcinoma,0.0,Female Breast Cancer,Gene or Genome
PREDISPOSES,Personal Satisfaction,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
CAUSES,Oligonucleotide Arrays,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
PREDISPOSES,Hot water,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Methotrexate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Consanguinity,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Verbal,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other
AFFECTS,Ions,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,BLM gene|BLM,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
