PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text
PREDISPOSES,Infection,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Infection Malignant neoplasm of breast
PREDISPOSES,PGRMC1 gene|PGRMC1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PGRMC1 gene|PGRMC1 Malignant neoplasm of breast
PREDISPOSES,NAT2 gene|NAT2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,NAT2 gene|NAT2 Malignant neoplasm of breast
AFFECTS,Behcet Syndrome,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Behcet Syndrome Malignant neoplasm of breast
PREDISPOSES,Carrier of disorder,Contralateral breast cancer,0.0019980019980019,Female Breast Cancer,Disease or Syndrome,Carrier of disorder Contralateral breast cancer
AUGMENTS,"Polycyclic Hydrocarbons, Aromatic",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope","Polycyclic Hydrocarbons, Aromatic Malignant neoplasm of breast"
AFFECTS,Egg Food Product,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Egg Food Product Malignant neoplasm of breast
AFFECTS,Glutamate Dehydrogenase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Glutamate Dehydrogenase Malignant neoplasm of breast
AFFECTS,Anovulation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Anovulation Malignant neoplasm of breast
PREDISPOSES,Ovarian Diseases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Ovarian Diseases Malignant neoplasm of breast
AFFECTS,Invasive Malignant Neoplasm,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Neoplastic Process,Invasive Malignant Neoplasm Noninfiltrating Intraductal Carcinoma
PREDISPOSES,Free testosterone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Free testosterone Malignant neoplasm of breast
AFFECTS,Breast cancer invasive NOS,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Neoplastic Process,Breast cancer invasive NOS Noninfiltrating Intraductal Carcinoma
CAUSES,MME gene|MME,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MME gene|MME Malignant neoplasm of breast
PREDISPOSES,MicroRNAs,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",MicroRNAs Breast cancer metastatic
AFFECTS,Gene Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Gene Mutation Malignant neoplasm of breast
AFFECTS,Excision,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Excision Malignant neoplasm of breast
AFFECTS,Endocrine therapy,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Hormone,Endocrine therapy Breast cancer recurrent
AFFECTS,Protein Overexpression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Protein Overexpression Malignant neoplasm of breast
PREDISPOSES,Estrogen receptor negative,Inflammatory Breast Carcinoma,0.0009990009990009,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen receptor negative Inflammatory Breast Carcinoma
AFFECTS,BRCA2 Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BRCA2 Mutation Malignant neoplasm of breast
PREDISPOSES,Gall Bladder Diseases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Gall Bladder Diseases Malignant neoplasm of breast
PREDISPOSES,STAT5A gene|STAT5A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,STAT5A gene|STAT5A Malignant neoplasm of breast
PREDISPOSES,PTEN gene|PTEN,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PTEN gene|PTEN Malignant neoplasm of breast
AFFECTS,Ionizing radiation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Ionizing radiation Malignant neoplasm of breast
PREDISPOSES,Insulin-Like Growth Factor I|INS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Insulin-Like Growth Factor I|INS Malignant neoplasm of breast
DISRUPTS,Polyunsaturated Fatty Acids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Polyunsaturated Fatty Acids Malignant neoplasm of breast
CAUSES,Carcinoma,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process,Carcinoma Breast Carcinoma
AFFECTS,Testosterone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Testosterone Malignant neoplasm of breast
PREDISPOSES,MSH6 gene|MSH6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MSH6 gene|MSH6 Malignant neoplasm of breast
AFFECTS,Suspensions,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Suspensions Malignant neoplasm of breast
PREDISPOSES,Maternal Mortality,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Maternal Mortality Malignant neoplasm of breast
PREDISPOSES,Reaction emotional,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Reaction emotional Malignant neoplasm of breast
PREDISPOSES,Sulfonylurea Compounds,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Sulfonylurea Compounds Malignant neoplasm of breast
AFFECTS,Undifferentiated carcinoma of ovary,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Undifferentiated carcinoma of ovary Malignant neoplasm of breast
PREDISPOSES,glutathione S-transferase M1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",glutathione S-transferase M1 Malignant neoplasm of breast
PREDISPOSES,brca gene,Sporadic Breast Carcinoma,0.0,Female Breast Cancer,Gene or Genome,brca gene Sporadic Breast Carcinoma
AFFECTS,FOXM1 gene|FOXM1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FOXM1 gene|FOXM1 Malignant neoplasm of breast
AFFECTS,cytotoxicity,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Hazardous or Poisonous Substance,cytotoxicity Breast Carcinoma
PREDISPOSES,Tamoxifen,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Pharmacologic Substance,Tamoxifen Breast cancer invasive NOS
PREDISPOSES,Carcinoembryonic Antigen|CEACAM5,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Immunologic Factor,Carcinoembryonic Antigen|CEACAM5 Breast cancer metastatic
PREDISPOSES,Amino Acids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Amino Acids Malignant neoplasm of breast
PREDISPOSES,Little's Disease,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Little's Disease Malignant neoplasm of breast
AFFECTS,Physiological Processes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Phenomenon or Process,Physiological Processes Malignant neoplasm of breast
DISRUPTS,RNA Sequence,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Nucleotide Sequence,RNA Sequence Breast cancer metastatic
AUGMENTS,HIF1alpha protein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",HIF1alpha protein Malignant neoplasm of breast
AFFECTS,Glucose,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Carbohydrate,Glucose Malignant neoplasm of breast
AUGMENTS,MIRN106A gene|MIR106A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MIRN106A gene|MIR106A Malignant neoplasm of breast
CAUSES,CXCR4 gene|CXCR4,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,CXCR4 gene|CXCR4 Breast cancer metastatic
DISRUPTS,Epidermal Growth Factor Receptor|EGFR,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Biologically Active Substance,Epidermal Growth Factor Receptor|EGFR Breast Carcinoma
AFFECTS,CDC2 gene|CDK1|POLD1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CDC2 gene|CDK1|POLD1 Malignant neoplasm of breast
CAUSES,Cancer-Predisposing Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Cancer-Predisposing Gene Malignant neoplasm of breast
AUGMENTS,Monomeric GTP-Binding Proteins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Monomeric GTP-Binding Proteins Malignant neoplasm of breast
PREDISPOSES,Endocrine System Diseases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Endocrine System Diseases Malignant neoplasm of breast
PREDISPOSES,ataxia telangiectasia mutated protein|ATM,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",ataxia telangiectasia mutated protein|ATM Malignant neoplasm of breast
PREDISPOSES,glutathione S-transferase M1|GSTM1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",glutathione S-transferase M1|GSTM1 Malignant neoplasm of breast
AFFECTS,9-deoxy-delta-9-prostaglandin D2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Eicosanoid,9-deoxy-delta-9-prostaglandin D2 Malignant neoplasm of breast
AUGMENTS,activated RNA polymerase II transcription cofactor 4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",activated RNA polymerase II transcription cofactor 4 Malignant neoplasm of breast
PREDISPOSES,HGS gene|HGS,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome,HGS gene|HGS Breast cancer invasive NOS
CAUSES,Cadmium,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Inorganic Chemical,Cadmium Malignant neoplasm of breast
PREDISPOSES,Formaldehyde,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hazardous or Poisonous Substance,Formaldehyde Malignant neoplasm of breast
PREDISPOSES,Platelet-Derived Growth Factor beta Receptor|PDGFRB,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Platelet-Derived Growth Factor beta Receptor|PDGFRB Malignant neoplasm of breast
PREDISPOSES,Single Nucleotide Polymorphism,Sporadic Breast Carcinoma,0.0,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Single Nucleotide Polymorphism Sporadic Breast Carcinoma
AFFECTS,Homologous Gene,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,Homologous Gene Breast cancer metastatic
AFFECTS,SERPINI2 gene|SERPINI2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,SERPINI2 gene|SERPINI2 Malignant neoplasm of breast
AFFECTS,centromere protein F,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Amino Acid, Peptide, or Protein",centromere protein F Breast cancer metastatic
AFFECTS,Aging-Related Process,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Phenomenon or Process,Aging-Related Process Malignant neoplasm of breast
CAUSES,"PTTG1 protein, human|PTTG1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","PTTG1 protein, human|PTTG1 Malignant neoplasm of breast"
PREDISPOSES,TAGLN2 gene|TAGLN2,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,TAGLN2 gene|TAGLN2 Breast cancer metastatic
AFFECTS,Antipsychotic Agents,Carcinoma in situ of breast,0.0019980019980019,Female Breast Cancer,Chemical Viewed Functionally,Antipsychotic Agents Carcinoma in situ of breast
AFFECTS,Antioestrogen therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Antioestrogen therapy Malignant neoplasm of breast
PREDISPOSES,Mitochondrial Proteins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Mitochondrial Proteins Malignant neoplasm of breast
PREDISPOSES,CHD4 gene|CHD4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CHD4 gene|CHD4 Malignant neoplasm of breast
AFFECTS,gambogic acid,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,gambogic acid Malignant neoplasm of breast
DISRUPTS,RPS27 gene|RPS27,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RPS27 gene|RPS27 Malignant neoplasm of breast
AFFECTS,BARD1 gene|BARD1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BARD1 gene|BARD1 Malignant neoplasm of breast
PREDISPOSES,food product,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,food product Malignant neoplasm of breast
AFFECTS,Functional RNA,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",Functional RNA Breast cancer metastatic
PREDISPOSES,Untranslated Regions,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Untranslated Regions Malignant neoplasm of breast
AFFECTS,LINC-ROR gene|LINC-ROR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LINC-ROR gene|LINC-ROR Malignant neoplasm of breast
PREDISPOSES,TTN-AS1 gene|TTN-AS1,Carcinoma breast stage IV,0.0,Female Breast Cancer,Gene or Genome,TTN-AS1 gene|TTN-AS1 Carcinoma breast stage IV
PREDISPOSES,"MMP14 protein, human|MMP14",Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Amino Acid, Peptide, or Protein","MMP14 protein, human|MMP14 Breast cancer metastatic"
CAUSES,Lipid Peroxides,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Lipid,Lipid Peroxides Malignant neoplasm of breast
AUGMENTS,SOX2 Transcription Factor|SOX2,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",SOX2 Transcription Factor|SOX2 Breast Carcinoma
PREDISPOSES,CYP27A1 gene|CYP27A1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CYP27A1 gene|CYP27A1 Malignant neoplasm of breast
AFFECTS,ENO1 gene|ENO1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ENO1 gene|ENO1 Malignant neoplasm of breast
AFFECTS,BRCA2 Gene Mutation,Carcinoma breast stage IV,0.0,Female Breast Cancer,Gene or Genome,BRCA2 Gene Mutation Carcinoma breast stage IV
PREDISPOSES,Fatty Acids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Fatty Acids Malignant neoplasm of breast
PREDISPOSES,Hormone use,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Hormone use Malignant neoplasm of breast
PREDISPOSES,RESF1 gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RESF1 gene Malignant neoplasm of breast
PREDISPOSES,PPEF1 gene|PPEF1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PPEF1 gene|PPEF1 Malignant neoplasm of breast
DISRUPTS,HDAC5 gene|HDAC5,Malignant neoplasm of female breast,0.0,Female Breast Cancer,Gene or Genome,HDAC5 gene|HDAC5 Malignant neoplasm of female breast
AFFECTS,Colorectal Carcinoma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Colorectal Carcinoma Malignant neoplasm of breast
PREDISPOSES,CYP7B1 gene|CYP7B1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CYP7B1 gene|CYP7B1 Malignant neoplasm of breast
AUGMENTS,PAK2 gene|PAK2|PKN2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PAK2 gene|PAK2|PKN2 Malignant neoplasm of breast
AFFECTS,FTSJ3 gene|FTSJ3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FTSJ3 gene|FTSJ3 Malignant neoplasm of breast
PREDISPOSES,"SFRP1 protein, human|SFRP1",Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,"Amino Acid, Peptide, or Protein","SFRP1 protein, human|SFRP1 Noninfiltrating Intraductal Carcinoma"
AFFECTS,Alternative Splicing,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Alternative Splicing Malignant neoplasm of breast
AFFECTS,"CD69 protein, human|CD69",HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,"Amino Acid, Peptide, or Protein","CD69 protein, human|CD69 HER2-positive carcinoma of breast"
PREDISPOSES,GACAT3 gene|GACAT3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,GACAT3 gene|GACAT3 Malignant neoplasm of breast
PREDISPOSES,SPRY4-IT1 gene|SPRY4-IT1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,SPRY4-IT1 gene|SPRY4-IT1 Malignant neoplasm of breast
AFFECTS,KLK12 gene|KLK12,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,KLK12 gene|KLK12 Triple Negative Breast Neoplasms
PREDISPOSES,"GOLPH3 protein, human|GOLPH3",Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,"Amino Acid, Peptide, or Protein","GOLPH3 protein, human|GOLPH3 Invasive carcinoma of breast"
AUGMENTS,USP43 gene|USP43,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,USP43 gene|USP43 Malignant neoplasm of breast
DISRUPTS,"CEACAM5 protein, human|CEACAM5",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","CEACAM5 protein, human|CEACAM5 Malignant neoplasm of breast"
PREDISPOSES,TRIP6 gene|TRIP6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TRIP6 gene|TRIP6 Malignant neoplasm of breast
AFFECTS,Detection,Early-Stage Breast Carcinoma,0.0,Female Breast Cancer,"Element, Ion, or Isotope",Detection Early-Stage Breast Carcinoma
AFFECTS,ERR1 protein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",ERR1 protein Malignant neoplasm of breast
AFFECTS,Immune response,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Immunologic Factor,Immune response HER2-positive carcinoma of breast
DISRUPTS,FOXN4 gene|FOXN4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FOXN4 gene|FOXN4 Malignant neoplasm of breast
PREDISPOSES,Soluble fiber (substance),Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Substance,Soluble fiber (substance) Malignant neoplasm of breast
PREDISPOSES,High expression,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",High expression Breast Carcinoma
AFFECTS,"CD69 protein, human|CD69",Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Amino Acid, Peptide, or Protein","CD69 protein, human|CD69 Breast Carcinoma"
PREDISPOSES,MYCN gene|MYCN,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MYCN gene|MYCN Malignant neoplasm of breast
AFFECTS,Transforming Growth Factor alpha,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Transforming Growth Factor alpha Malignant neoplasm of breast
AFFECTS,Genome,Carcinoma breast stage IV,0.0,Female Breast Cancer,Gene or Genome,Genome Carcinoma breast stage IV
PREDISPOSES,PTTG1 gene|PTTG1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PTTG1 gene|PTTG1 Malignant neoplasm of breast
AUGMENTS,NEAT1 gene|NEAT1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,NEAT1 gene|NEAT1 Malignant neoplasm of breast
PREDISPOSES,FOXM1 gene|FOXM1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FOXM1 gene|FOXM1 Malignant neoplasm of breast
PREDISPOSES,Gestational Diabetes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Gestational Diabetes Malignant neoplasm of breast
AFFECTS,CERNA2 gene|CERNA2,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,CERNA2 gene|CERNA2 Triple Negative Breast Neoplasms
DISRUPTS,"TP53BP1 protein, human|TP53BP1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,"TP53BP1 protein, human|TP53BP1 Malignant neoplasm of breast"
AUGMENTS,CBR3-AS1 gene|CBR3-AS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CBR3-AS1 gene|CBR3-AS1 Malignant neoplasm of breast
PREDISPOSES,ALKBH5 gene|ALKBH5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ALKBH5 gene|ALKBH5 Malignant neoplasm of breast
AFFECTS,Estrogen Receptor alpha,estrogen receptor-positive breast cancer,0.0089910089910089,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptor alpha estrogen receptor-positive breast cancer
AFFECTS,IMPACT gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,IMPACT gene Malignant neoplasm of breast
PREDISPOSES,ECE1 gene|ECE1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ECE1 gene|ECE1 Malignant neoplasm of breast
AFFECTS,Invasive Carcinoma,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Neoplastic Process,Invasive Carcinoma Triple Negative Breast Neoplasms
CAUSES,XRCC3 gene|XRCC3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,XRCC3 gene|XRCC3 Malignant neoplasm of breast
AFFECTS,Angiogenic Process,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Phenomenon or Process,Angiogenic Process Invasive carcinoma of breast
DISRUPTS,GKLF protein,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,"Amino Acid, Peptide, or Protein",GKLF protein Triple Negative Breast Neoplasms
AFFECTS,PRR14 gene|PRR14,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PRR14 gene|PRR14 Malignant neoplasm of breast
AFFECTS,GKLF protein,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,"Amino Acid, Peptide, or Protein",GKLF protein Triple Negative Breast Neoplasms
DISRUPTS,RNA-Binding Protein Musashi Homolog 2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",RNA-Binding Protein Musashi Homolog 2 Malignant neoplasm of breast
AUGMENTS,KIF15 gene|KIF15,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,KIF15 gene|KIF15 Malignant neoplasm of breast
AFFECTS,D Vitamin,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Food,D Vitamin Noninfiltrating Intraductal Carcinoma
PREDISPOSES,LINC00707 gene|LINC00707,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LINC00707 gene|LINC00707 Malignant neoplasm of breast
AFFECTS,COTL1 gene|COTL1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,COTL1 gene|COTL1 Malignant neoplasm of breast
DISRUPTS,GPX3 gene|GPX3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,GPX3 gene|GPX3 Malignant neoplasm of breast
PREDISPOSES,"SLC16A3 protein, human|SLC16A3",Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,"Amino Acid, Peptide, or Protein","SLC16A3 protein, human|SLC16A3 Invasive carcinoma of breast"
CAUSES,NME1 gene|NME1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,NME1 gene|NME1 Malignant neoplasm of breast
CAUSES,Metastatic malignant neoplasm to brain,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Metastatic malignant neoplasm to brain Malignant neoplasm of breast
DISRUPTS,Anti-Inflammatory Agents,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical Viewed Functionally,Anti-Inflammatory Agents Malignant neoplasm of breast
CAUSES,Tumor Progression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Tumor Progression Malignant neoplasm of breast
AFFECTS,TNIP2 gene|TNIP2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TNIP2 gene|TNIP2 Malignant neoplasm of breast
AFFECTS,Alternative Splicing,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Alternative Splicing Breast Carcinoma
PREDISPOSES,XIST gene|XIST,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,XIST gene|XIST Malignant neoplasm of breast
CAUSES,ado-trastuzumab emtansine|DMPK|IGHD1-7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance,ado-trastuzumab emtansine|DMPK|IGHD1-7 Malignant neoplasm of breast
PREDISPOSES,Matrix Metalloproteinase 2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Matrix Metalloproteinase 2 Malignant neoplasm of breast
AFFECTS,Fatty-acid synthase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Fatty-acid synthase Malignant neoplasm of breast
PREDISPOSES,Mucin-1 Antigen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor,Mucin-1 Antigen Malignant neoplasm of breast
PREDISPOSES,OIP5-AS1 gene|OIP5-AS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,OIP5-AS1 gene|OIP5-AS1 Malignant neoplasm of breast
AFFECTS,Hyperlipidemia,estrogen receptor-positive breast cancer,0.0089910089910089,Female Breast Cancer,Lipid,Hyperlipidemia estrogen receptor-positive breast cancer
AFFECTS,Sexual function,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Sexual function Malignant neoplasm of breast
AFFECTS,Diagnostic radiologic examination,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Diagnostic radiologic examination Malignant neoplasm of breast
AFFECTS,CERNA2 gene|CERNA2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CERNA2 gene|CERNA2 Malignant neoplasm of breast
CAUSES,Viral Tumor Antigens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Viral Tumor Antigens Malignant neoplasm of breast
AUGMENTS,"RNA, Circular",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide","RNA, Circular Malignant neoplasm of breast"
