PREDICATE,SUBJECT_NAME,OBJECT_NAME,cause_category,factuality_score,Factuality_Score
AUGMENTS,Tumor Antigens,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
PREDISPOSES,Recreation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Tumor Angiogenesis,Breast cancer invasive NOS,Genetic Factors,0.0,0.00999000999000999
AFFECTS,Minipill,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Angiotensin-Converting Enzyme Inhibitors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,"VEGF protein, human|VEGFA",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Ablation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Detection,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Energy Metabolism,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Aromatase Inhibitors,Malignant neoplasm of breast,Treatments,0.0,0.3386613386613387
AUGMENTS,BRCA2 gene|BRCA2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Breast Diseases,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Sentinel Lymph Node Biopsy,Ductal Breast Carcinoma,Other,0.0,0.000999000999000999
AUGMENTS,8q24,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Angiotensin-Converting Enzyme Inhibitors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Hydroxyestrones,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Iron,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Estrogen Antagonists,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,IGFBP3 gene|IGFBP3,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,RHOC gene|RHOC,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Promoter Regions (Genetics),Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,DDT,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Berries,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Disease,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,Peptidyl-Dipeptidase A,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Malignant Neoplasms,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,binge drinking,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Cyclooxygenase 2 Inhibitors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,17q12,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Antidepressive Agents,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
PREDISPOSES,Fiber,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,mammary tumor virus,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,"KLK15 protein, human|KLK15",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,response,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,IL6 gene|IL6,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Positron-Emission Tomography,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Insulin-Like Growth Factor I,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,PRLR gene|PRLR|PTP4A3,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,LOC118430 gene,Breast cancer metastatic,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,FCER1A,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Endometrial Carcinoma,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Exploration procedure,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,SHC1 gene|SHC1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
CAUSES,Free Radicals,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Hormone Receptor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,ELF3 gene|ELF3,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,"Fatty Acids, Saturated",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Pesticides,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Stearoyl-CoA Desaturase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Antidepressive Agents,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
AFFECTS,Doxorubicin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Recombinant Erythropoietin,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Prolactin Receptor|PRLR,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,capecitabine,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Tocotrienols,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,BMP7 gene|BMP7,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Complication,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Low Dose Radiation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,hemiplegia; ascending,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,HPR gene|HPR,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,MUTYH,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,soy protein isolate,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Endocrine Disruptors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Beta-carotene intake,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Pulse vegetables,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,claudin 6,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,soy protein isolate,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Tretinoin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Epirubicin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,UQCRFS1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,pterostilbene,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Folic Acid Deficiency,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Duffy blood group phenotype,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Asthma,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,"NUP214 protein, human|NUP214",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,CCNE1 gene|CCNE1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Sleep disturbances,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,argatroban,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,Genes,Familial cancer of breast,Genetic Factors,0.0,0.003996003996003996
PREDISPOSES,taxane,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,retinoic acid receptor beta 2,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
PREDISPOSES,Osteoporosis,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,CLOCK gene|CLOCK,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AUGMENTS,Proto-Oncogene Proteins c-akt|AKT1,Noninfiltrating Intraductal Carcinoma,Genetic Factors,0.0,0.01098901098901099
PREDISPOSES,HERC4,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
PREDISPOSES,responsibility,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,pulmonary complications,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,[X]Unspecified osteoporosis with pathological fracture,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,mRNA Expression,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Gonadal Steroid Hormones,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,RHOA gene|RHOA,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Lectin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,OSU 03012,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Fine needle aspiration biopsy,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Methylenetetrahydrofolate reductase (NADPH)|MTHFR,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Oncogene ErbB2|ERBB2|NEU1|NEURL1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Low glycemic index food,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Encounter due to In vitro fertilization,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,ovarian cancer prevention,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Abdominal obesity,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Collagen,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
AFFECTS,Endocrine therapy,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
AFFECTS,Transforming Growth Factor beta,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,Insulin-Like Growth Factor I,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Dimethyl Sulfoxide,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,HGS gene|HGS,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,research outcome,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,hypercholesterolemia,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Tomatoes,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Gross' disease,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Mucin 1 protein,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Metastatic malignant neoplasm to brain,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Ductal Carcinoma,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,abnormal glucose tolerance test,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Functional RNA,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,ID1,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Interstitial Collagenase|MMP1,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
AUGMENTS,Cadmium,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Paclitaxel,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,APOBEC3A,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,PPARG gene|PPARG,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,LOX gene|LOX,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Human papilloma virus infection,Malignant neoplasm of breast,Herpetic Genetic Factors,0.0,0.3386613386613387
AFFECTS,3' Untranslated Regions,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Hydroxymethylglutaryl-CoA Reductase Inhibitors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,SULT1A1|SULT1A2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Breast size,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,FTO,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Cyclooxygenase Inhibitors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Antigens,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,C-reactive protein,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,TNF gene|TNF,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Carcinoembryonic Antigen|CEACAM5|CEACAM3|PSG2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Breast size,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Underweight,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,BRCA2 Mutation,Sporadic Breast Carcinoma,Genetic Factors,0.0,0.0
AUGMENTS,Adiponectin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,RNF8,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,STN gene|EEF1A2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Depressive disorder,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Ascorbic Acid,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Botanicals,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,SOX2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,KLF4,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Weight fluctuates,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Carboplatin,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Equine laminitis,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Estrogen Receptors,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Thyroid dysfunction,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,NMU gene|NMU,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,GAL3ST1|SLC35A1|CASZ1|CST12P,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Diethylhexyl Phthalate,Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387
AFFECTS,Hypoxia,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Lymphedema,Breast cancer recurrent,Other,0.0,0.004995004995004995
AFFECTS,Motion,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,PTGS2 gene|PTGS2,Breast cancer metastatic,Genetic Factors,0.0,0.027972027972027972
AFFECTS,breast cancer diagnosis,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,tibolone,Breast cancer recurrent,Other,0.0,0.004995004995004995
AFFECTS,Pharmacotherapy,Inflammatory Breast Carcinoma,Other,0.0,0.000999000999000999
AFFECTS,"RNA, circular",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Seizures,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,Bendroflumethiazide,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,FLII,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,aurora kinase,Breast cancer metastatic,Other,0.0,0.027972027972027972
CAUSES,Insulin|INS,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,KIF4A,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Ultrasonography,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
AFFECTS,ELK3 gene|ELK3|KCNH8,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Peanut butter,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Strenuous Exercise,Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387
PREDISPOSES,Diffuse Scleroderma,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Symptoms,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,Diet,Breast cancer recurrent,Behavioral Factors,0.0,0.004995004995004995
DISRUPTS,Metastasis Suppressor Genes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
DISRUPTS,Gastrin|GAST,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,TLR1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,Estrogen Receptor alpha|EREG|ESR1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Oral contraception,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Hypersensitivity,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Organochlorine pesticide,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Reduction mammaplasty,Contralateral breast cancer,Other,0.0,0.001998001998001998
AFFECTS,Nephroblastoma,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Excision,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
DISRUPTS,ELK3 gene|ELK3|KCNH8,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Pork,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Transforming Growth Factor beta,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Dietary Fiber,Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387
AFFECTS,CCND1 gene|CCND1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Zn-alpha-2-glycoprotein,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Epithelial hyperplasia,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Nuclear Hormone Receptors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,resistin|RETN,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Curcumin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Vegetables,Breast cancer recurrent,Other,0.0,0.004995004995004995
AFFECTS,Reflexology,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Inflammation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,vinorelbine,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Willing,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,S100A4,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,KISS1 gene|KISS1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Stress,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Protein Subunits,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,BRCA1 gene|BRCA1,Sporadic Breast Carcinoma,Genetic Factors,0.0,0.0
PREDISPOSES,MAP Kinase Kinase Kinase 1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,CHD5,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,zoledronic acid,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
DISRUPTS,Aspirin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,CDKN1A|TCEAL1|NSG1|H3F3AP6,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,receptor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Caffeine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Estrogen Receptor 1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,"Tomography, Emission-Computed",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,TWIST2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,cyclophosphamide/fluorouracil/methotrexate protocol,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,"Metals, Heavy",Breast cancer invasive NOS,Other,0.0,0.00999000999000999
CAUSES,XRCC6,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Mammography,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
PREDISPOSES,Migraine Disorders,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
DISRUPTS,Metformin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Histopathology,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,PRLR gene|PRLR|PTP4A3,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,Androgen Receptor|AR,Carcinoma of Male Breast,Other,0.0,0.004995004995004995
AFFECTS,"Diet, Mediterranean",Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387
PREDISPOSES,HIF1A gene|HIF1A,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Fish intake,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
CAUSES,feral,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,5-Alpha reductase inhibitor,Carcinoma of Male Breast,Other,0.0,0.004995004995004995
PREDISPOSES,Follistatin,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Inflammatory Response,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,TGFB2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Engine Exhaust,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Dioxygenases,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,"Receptor, Angiotensin, Type 1",Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,cyclooxygenase 2,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
AFFECTS,Mass Screening,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Cyclooxygenase 2 Inhibitors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Microsatellite Repeats,"Carcinoma, Ductal, Breast",Other,0.0,0.002997002997002997
AFFECTS,Sentinel Lymph Node Biopsy,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
PREDISPOSES,"Antidepressive Agents, Tricyclic",Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
PREDISPOSES,Chinese cabbage,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
PREDISPOSES,Oncogene Proteins,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,anastrozole,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Screening mammography,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
PREDISPOSES,Vitamins,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Environmental Tobacco Smoke,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,mullerian-inhibiting hormone,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AUGMENTS,XRCC1 gene|XRCC1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Defense Mechanisms,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Expressed Sequence Tags,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
AFFECTS,Hydroxymethylglutaryl-CoA Reductase Inhibitors,Inflammatory Breast Carcinoma,Other,0.0,0.000999000999000999
AFFECTS,Dissection,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Red meat intake,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Skin necrosis,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
PREDISPOSES,SOX10,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,XRCC2 gene|XRCC2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Autoantibodies,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Dinoprostone,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Estrogens,Noninfiltrating Intraductal Carcinoma,Hormonal Factors,0.0,0.01098901098901099
DISRUPTS,DNA Repair Gene,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Non-Invasive Lesion,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.01098901098901099
PREDISPOSES,PREDICTED,Breast cancer invasive NOS,Other,0.0,0.00999000999000999
DISRUPTS,trastuzumab,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Vitality,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Hormone Receptor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,KMT5A,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Blood hormone levels,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,bicalutamide,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,oleuropein,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,ALKBH3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Metformin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
PREDISPOSES,Chemopreventive Agent,Malignant neoplasm of breast,Demographic Factors,0.0,0.3386613386613387
CAUSES,Malignant Neoplasms,Breast Carcinoma,Other,0.0,0.027972027972027972
PREDISPOSES,Cytochrome P-450 CYP1A2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Progesterone,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Lesion,Breast Carcinoma,Other,0.0,0.027972027972027972
AFFECTS,"Polymorphism, Genetic",Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,GH1 gene|GH1,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
CAUSES,Glucose,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Untranslated Regions,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Virus Diseases,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,Epidermal Growth Factor Receptor|EGFR,Breast cancer metastatic,Other,0.0,0.027972027972027972
PREDISPOSES,Angiogenesis Factor,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
PREDISPOSES,Genes,Breast Carcinoma,Genetic Factors,0.0,0.027972027972027972
PREDISPOSES,SLC45A2,Breast cancer metastatic,Other,0.0,0.027972027972027972
AFFECTS,25-hydroxyvitamin D,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,sulfotransferase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
DISRUPTS,Genes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387
AFFECTS,DNA topoisomerase II alpha|TOP2A,Malignant neoplasm of breast,Other,0.0,0.3386613386613387
AFFECTS,RHBDD1,Breast cancer metastatic,Other,0.0,0.027972027972027972
