Source,Target,Weight
Female Breast Cancer,IL20RA gene|IL20RA,0.3386613386613387
Female Breast Cancer,Functional Status,0.3386613386613387
Female Breast Cancer,AQP5 gene|AQP5,0.3386613386613387
Female Breast Cancer,LINC00511 gene|LINC00511,0.3386613386613387
Female Breast Cancer,OLFML2A gene|OLFML2A,0.0189810189810189
Female Breast Cancer,Volatile Organic Compounds,0.0109890109890109
Female Breast Cancer,USP6NL gene|USP6NL,0.0189810189810189
Female Breast Cancer,HOXB5 gene|HOXB5,0.3386613386613387
Female Breast Cancer,MTUS1 gene|MTUS1,0.3386613386613387
Female Breast Cancer,SF3B3 gene|SF3B3,0.0279720279720279
Female Breast Cancer,"LCN2 protein, human|LCN2",0.3386613386613387
Female Breast Cancer,ATP5F1B gene,0.3386613386613387
Female Breast Cancer,Breast Cancer Prognostic Factor,0.3386613386613387
Female Breast Cancer,Autoimmune Diseases,0.3386613386613387
Female Breast Cancer,GA-Binding Protein Transcription Factor|GABPA|NFE2L2,0.3386613386613387
Female Breast Cancer,"HIF1A protein, human|HIF1A",0.3386613386613387
Female Breast Cancer,high density lipoprotein binding protein,0.3386613386613387
Female Breast Cancer,HOXB7 gene|HOXB7,0.3386613386613387
Female Breast Cancer,PIR gene|PIR,0.3386613386613387
Female Breast Cancer,CDC25C gene|CDC25C,0.3386613386613387
Female Breast Cancer,progesterone,0.3386613386613387
Female Breast Cancer,CLEC2D gene|CLEC2D,0.0189810189810189
Female Breast Cancer,"MEN1 protein, human|MEN1",0.0089910089910089
Female Breast Cancer,ACSL4 gene|ACSL4,0.3386613386613387
Female Breast Cancer,IDO1 gene|IDO1,0.3386613386613387
Female Breast Cancer,DPP3 gene|DPP3,0.3386613386613387
Female Breast Cancer,PQBP1 gene|PQBP1,0.3386613386613387
Female Breast Cancer,Responsive Disease,0.0
Female Breast Cancer,CEP295 gene|CEP295,0.3386613386613387
Female Breast Cancer,tissue polypeptide specific antigen,0.3386613386613387
Female Breast Cancer,PBXIP1 gene|PBXIP1,0.3386613386613387
Female Breast Cancer,Axillary node METASTASIS,0.0
Female Breast Cancer,MIR655 gene|MIR655,0.3386613386613387
Female Breast Cancer,"E2F1 protein, human|E2F1|UBE2L3",0.3386613386613387
Female Breast Cancer,MARCHF5 gene,0.0279720279720279
Female Breast Cancer,GLI1 gene|GLI1,0.3386613386613387
Female Breast Cancer,LGALS8-AS1 gene|LGALS8-AS1,0.0029970029970029
Female Breast Cancer,HOXD9 gene|HOXD9,0.3386613386613387
Female Breast Cancer,POTEH-AS1 gene|POTEH-AS1,0.3386613386613387
Female Breast Cancer,FAM111B gene|FAM111B,0.3386613386613387
Female Breast Cancer,Growth Differentiation Factor 15|PAEP,0.0
Female Breast Cancer,TSPAN1 gene|TSPAN1,0.3386613386613387
Female Breast Cancer,Elevated Expression,0.0089910089910089
Female Breast Cancer,KLF5 gene|KLF5,0.3386613386613387
Female Breast Cancer,SETDB1 gene|SETDB1,0.3386613386613387
Female Breast Cancer,"TNFSF10 protein, human|TNFSF10",0.3386613386613387
Female Breast Cancer,"WNK1 protein, human|WNK1",0.0189810189810189
Female Breast Cancer,NDUFV1 gene|NDUFV1,0.3386613386613387
Female Breast Cancer,NOLC1 gene|NOLC1,0.3386613386613387
Female Breast Cancer,"SEP15 protein, human|SELENOF",0.3386613386613387
Female Breast Cancer,HOXC-AS3 gene|HOXC-AS3,0.3386613386613387
Female Breast Cancer,Mutant Proteins,0.0189810189810189
Female Breast Cancer,Architectural Distortion,0.3386613386613387
Female Breast Cancer,EPB41L4A-AS1 gene|EPB41L4A-AS1,0.3386613386613387
Female Breast Cancer,Circulating Protein,0.3386613386613387
Female Breast Cancer,fusion transcript,0.3386613386613387
Female Breast Cancer,PPP1R14C gene|PPP1R14C,0.0189810189810189
Female Breast Cancer,Ovarian hyperstimulation,0.3386613386613387
Female Breast Cancer,Breast Cancer Therapeutic Procedure,0.0279720279720279
Female Breast Cancer,NFIB gene|NFIB,0.0189810189810189
Female Breast Cancer,RAC2 gene|RAC2,0.0
Female Breast Cancer,GSDMB gene|GSDMB,0.0089910089910089
Female Breast Cancer,Hypercholesterolemia,0.3386613386613387
Female Breast Cancer,LINC00092 gene|LINC00092,0.0
Female Breast Cancer,Organic solvent product,0.3386613386613387
Female Breast Cancer,DDX5 gene|DDX5,0.0189810189810189
Female Breast Cancer,secretory protein,0.3386613386613387
Female Breast Cancer,"IL17A protein, human|IL17A",0.0009990009990009
Female Breast Cancer,LINC00472 gene|LINC00472,0.3386613386613387
Female Breast Cancer,Diffusion Kurtosis Imaging,0.0189810189810189
Female Breast Cancer,CCNB2 gene|CCNB2,0.0
Female Breast Cancer,Adenocarcinoma in Situ,0.3386613386613387
Female Breast Cancer,RBMS1 gene|RBMS1,0.3386613386613387
Female Breast Cancer,genetic risk factors,0.3386613386613387
Female Breast Cancer,SNHG3 gene|SNHG3,0.3386613386613387
Female Breast Cancer,Gene Silencing,0.3386613386613387
Female Breast Cancer,MEDAG gene|MEDAG,0.3386613386613387
Female Breast Cancer,FBXW7 gene|FBXW7,0.3386613386613387
Female Breast Cancer,Mitochondrial mutation,0.3386613386613387
Female Breast Cancer,GLI4 gene|GLI4,0.3386613386613387
Female Breast Cancer,Convenience food intake,0.3386613386613387
Female Breast Cancer,Cancer Therapeutic Procedure,0.0279720279720279
Female Breast Cancer,PEDS1 gene,0.3386613386613387
Female Breast Cancer,PAFAH1B1 gene|PAFAH1B1,0.3386613386613387
Female Breast Cancer,Proto-Oncogene Protein c-kit,0.0189810189810189
Female Breast Cancer,CCDC102B gene|CCDC102B,0.0029970029970029
Female Breast Cancer,RACK1 gene|RACK1,0.3386613386613387
Female Breast Cancer,Imbrication (procedure),0.3386613386613387
Female Breast Cancer,ZNF276 gene|ZNF276,0.0279720279720279
Female Breast Cancer,TIMM8A gene|TIMM8A,0.3386613386613387
Female Breast Cancer,METTL3 gene|METTL3,0.3386613386613387
Female Breast Cancer,FER1L4 gene|FER1L4,0.3386613386613387
Female Breast Cancer,UBE2C gene|UBE2C,0.3386613386613387
Female Breast Cancer,FRG1 gene|FRG1,0.3386613386613387
Female Breast Cancer,NF2 gene|NF2,0.3386613386613387
Female Breast Cancer,Observation parameter,0.3386613386613387
Female Breast Cancer,"PIK3CB protein, human|PIK3CB",0.0
Female Breast Cancer,Selective Estrogen Receptor Down Regulator,0.3386613386613387
Female Breast Cancer,Diffusion weighted imaging,0.0109890109890109
Female Breast Cancer,ARL11 gene|ARL11,0.3386613386613387
Female Breast Cancer,MIR217 gene|MIR217,0.3386613386613387
Female Breast Cancer,ERBB2 Overexpression,0.3386613386613387
Female Breast Cancer,FOXN3 gene|FOXN3,0.0189810189810189
Female Breast Cancer,ellagic acid,0.3386613386613387
Female Breast Cancer,"Retinol-Binding Proteins, Cellular",0.3386613386613387
Female Breast Cancer,Cancer-Related Death,0.0029970029970029
Female Breast Cancer,Cell-Free DNA,0.0
Female Breast Cancer,Matrix Metalloproteinase 9,0.0279720279720279
Female Breast Cancer,HDAC7 gene|HDAC7,0.0189810189810189
Female Breast Cancer,IGF2BP2 gene|IGF2BP2,0.3386613386613387
Female Breast Cancer,BCL2A1 gene|BCL2A1,0.3386613386613387
Female Breast Cancer,GNAS gene|GNAS,0.3386613386613387
Female Breast Cancer,hexanoic acid,0.3386613386613387
Female Breast Cancer,RMI2 gene|RMI2,0.3386613386613387
Female Breast Cancer,SCAMP3 gene|SCAMP3,0.3386613386613387
Female Breast Cancer,SPC25 gene|SPC25,0.3386613386613387
Female Breast Cancer,KDM4A gene|KDM4A,0.0029970029970029
Female Breast Cancer,CBX7 gene|CBX7,0.3386613386613387
Female Breast Cancer,PRAF2 gene|PRAF2,0.3386613386613387
Female Breast Cancer,"WWTR1 protein, human|WWTR1",0.0189810189810189
Female Breast Cancer,Genetic Loci,0.3386613386613387
Female Breast Cancer,FKBP12-rapamycin associated protein,0.3386613386613387
Female Breast Cancer,"FABP1 protein, human|FABP1",0.3386613386613387
Female Breast Cancer,gamma-aminobutyric acid,0.0029970029970029
Female Breast Cancer,Mouse mammary tumor virus infection,0.0279720279720279
Female Breast Cancer,KAT7 gene|KAT7,0.3386613386613387
Female Breast Cancer,RNF43 gene|RNF43,0.0189810189810189
Female Breast Cancer,SLC2A1 gene|SLC2A1,0.3386613386613387
Female Breast Cancer,CPVL gene|CPVL,0.3386613386613387
Female Breast Cancer,TMEM105 gene|TMEM105,0.0029970029970029
Female Breast Cancer,SIRT7 gene|SIRT7,0.0
Female Breast Cancer,RHD gene|RHD,0.3386613386613387
Female Breast Cancer,STAT1 gene|STAT1,0.0039960039960039
Female Breast Cancer,Kanglaite Injection,0.0189810189810189
Female Breast Cancer,SDC1 gene|SDC1,0.3386613386613387
Female Breast Cancer,human papillomavirus,0.0279720279720279
Female Breast Cancer,"Ribonucleoprotein, U1 Small Nuclear",0.0189810189810189
Female Breast Cancer,USP29 gene|USP29,0.0189810189810189
Female Breast Cancer,"Galanin peptides, human (123 aa, ~13 kDa)",0.3386613386613387
Female Breast Cancer,NDC80 gene|NDC80,0.3386613386613387
Female Breast Cancer,KLF2 gene|KLF2,0.3386613386613387
Female Breast Cancer,"PDCD1 protein, human|PDCD1",0.0189810189810189
Female Breast Cancer,VEGFA gene|VEGFA,0.3386613386613387
Female Breast Cancer,NUCB2 gene|NUCB2,0.0279720279720279
Female Breast Cancer,Mouse mammary tumor virus,0.0279720279720279
Female Breast Cancer,Betaretrovirus,0.3386613386613387
Female Breast Cancer,CDH12 gene|CDH12,0.3386613386613387
Female Breast Cancer,Invasive Ductal Breast Carcinoma,0.0009990009990009
Female Breast Cancer,ectonucleotide pyrophosphatase phosphodiesterase 1,0.3386613386613387
Female Breast Cancer,NR2F1-AS1 gene|NR2F1-AS1,0.0279720279720279
Female Breast Cancer,MCM6 gene|MCM6,0.3386613386613387
Female Breast Cancer,MAP7D3 gene|MAP7D3,0.0189810189810189
Female Breast Cancer,SPDEF gene|SPDEF,0.3386613386613387
Female Breast Cancer,FAM171A1 gene|FAM171A1,0.3386613386613387
Female Breast Cancer,HNRNPA2B1 gene|HNRNPA2B1,0.3386613386613387
Female Breast Cancer,EYA4 gene|EYA4,0.3386613386613387
Female Breast Cancer,RHOV gene|RHOV,0.0189810189810189
Female Breast Cancer,LINC01140 gene|LINC01140,0.3386613386613387
Female Breast Cancer,TYMSOS gene|TYMSOS,0.0029970029970029
Female Breast Cancer,Decreased Expression,0.3386613386613387
Female Breast Cancer,medroxyprogesterone acetate,0.3386613386613387
Female Breast Cancer,SEMA3B-AS1 gene|SEMA3B-AS1,0.3386613386613387
Female Breast Cancer,Anti-HER2 Monoclonal Antibody|ERBB2,0.0089910089910089
Female Breast Cancer,MIR122 gene|MIR122,0.3386613386613387
Female Breast Cancer,MAF1 gene|MAF1,0.0089910089910089
Female Breast Cancer,CD82 gene|CD82,0.0279720279720279
Female Breast Cancer,MicroRNA Gene,0.3386613386613387
Female Breast Cancer,PSMD14 gene|PSMD14,0.3386613386613387
Female Breast Cancer,LINC00702 gene|LINC00702,0.3386613386613387
Female Breast Cancer,Phytochemicals,0.3386613386613387
Female Breast Cancer,DNPH1 gene|DNPH1,0.3386613386613387
Female Breast Cancer,IMPA2 gene|IMPA2,0.0039960039960039
Female Breast Cancer,Neuroleptic Malignant Syndrome,0.3386613386613387
Female Breast Cancer,Crohn Disease,0.3386613386613387
Female Breast Cancer,HMGB3 gene|HMGB3,0.0089910089910089
Female Breast Cancer,"COPEB protein, human|KLF6",0.3386613386613387
Female Breast Cancer,Radiation-Sensitizing Agents,0.3386613386613387
Female Breast Cancer,PALMD gene|PALMD,0.3386613386613387
Female Breast Cancer,NOTCH3 gene,0.0
Female Breast Cancer,WASF3 gene|WASF3,0.0029970029970029
Female Breast Cancer,MIR203A gene|MIR203A,0.3386613386613387
Female Breast Cancer,Macrophage Activation Syndrome,0.0089910089910089
Female Breast Cancer,post surgery radiation therapy,0.3386613386613387
Female Breast Cancer,ARHGAP6 gene|ARHGAP6,0.3386613386613387
Female Breast Cancer,ELAVL1 gene|ELAVL1,0.0189810189810189
Female Breast Cancer,FRY gene|FRY,0.3386613386613387
Female Breast Cancer,"CLEC11A protein, human|CLEC11A",0.0029970029970029
Female Breast Cancer,Polynucleotide Adenylyltransferase,0.3386613386613387
Female Breast Cancer,OGG1 gene|OGG1,0.3386613386613387
Female Breast Cancer,PDZK1 gene|PDZK1,0.0189810189810189
Female Breast Cancer,MTCH2 gene|MTCH2,0.3386613386613387
Female Breast Cancer,KLRK1 gene|KLRK1,0.3386613386613387
Female Breast Cancer,LINC01572 gene|LINC01572,0.0189810189810189
Female Breast Cancer,Dickkopf-Related Protein 1,0.3386613386613387
Female Breast Cancer,RAMP2-AS1 gene|RAMP2-AS1,0.3386613386613387
Female Breast Cancer,SLCO1B1 gene|SLCO1B1,0.3386613386613387
Female Breast Cancer,NR2F2 gene|NR2F2,0.3386613386613387
Female Breast Cancer,"Nanotubes, Carbon",0.0
Female Breast Cancer,AGRN gene|AGRN,0.3386613386613387
Female Breast Cancer,NKAIN1 gene|NKAIN1,0.3386613386613387
Female Breast Cancer,S14 gene|PSMD8|RPS14|THRSP|LOC107228383,0.3386613386613387
Female Breast Cancer,TAL1 gene|TAL1,0.0279720279720279
Female Breast Cancer,Human plasma,0.3386613386613387
Female Breast Cancer,glycosylation,0.0029970029970029
Female Breast Cancer,Steroid 17-alpha-monooxygenase|CYP17A1,0.3386613386613387
Female Breast Cancer,Tumor Necrosis Factor Ligand Superfamily Member 6|FASLG,0.3386613386613387
Female Breast Cancer,TAZ gene|TAZ,0.3386613386613387
Female Breast Cancer,Protein-tyrosine kinase inhibitor,0.3386613386613387
Female Breast Cancer,Benzoic Acid,0.3386613386613387
Female Breast Cancer,SMARCA4 gene|SMARCA4,0.3386613386613387
Female Breast Cancer,Radioisotope scan of lymphatic system,0.3386613386613387
Female Breast Cancer,Folic acid supplementation,0.3386613386613387
Female Breast Cancer,APC2 gene|APC2,0.3386613386613387
Female Breast Cancer,Metaplastic carcinoma,0.0279720279720279
Female Breast Cancer,Suicide Gene Therapy,0.0279720279720279
Female Breast Cancer,CDX2 gene|CDX2,0.0279720279720279
Female Breast Cancer,DUSP4 gene|DUSP4,0.3386613386613387
Female Breast Cancer,FLT1 gene|FLT1,0.0279720279720279
Female Breast Cancer,Nucleic Acids,0.0279720279720279
Female Breast Cancer,Cancer Model,0.3386613386613387
Female Breast Cancer,High fiber food,0.3386613386613387
Female Breast Cancer,CADMIUM EXPOSURE,0.3386613386613387
Female Breast Cancer,transcription factor PEA3,0.3386613386613387
Female Breast Cancer,"Genes, Homeobox",0.3386613386613387
Female Breast Cancer,PCAF gene|KAT2B,0.0279720279720279
Female Breast Cancer,RNASE3L gene|DROSHA,0.3386613386613387
Female Breast Cancer,BIRC7 gene|BIRC7,0.0279720279720279
Female Breast Cancer,ATR gene|ATR,0.3386613386613387
Female Breast Cancer,S100A9 gene|S100A9,0.0109890109890109
Female Breast Cancer,Breast Cancer Treatment,0.3386613386613387
Female Breast Cancer,CDKN1B gene|CDKN1B,0.3386613386613387
Female Breast Cancer,CTNNB1 gene|CTNNB1,0.0009990009990009
Female Breast Cancer,CXCR3 gene|CXCR3,0.3386613386613387
Female Breast Cancer,Disease Outcome,0.0029970029970029
Female Breast Cancer,BMPR2 gene|BMPR2,0.0009990009990009
Female Breast Cancer,Environmental Effects,0.3386613386613387
Female Breast Cancer,Growth Factor Receptors,0.3386613386613387
Female Breast Cancer,Insulin-Like Growth Factor Receptor,0.0279720279720279
Female Breast Cancer,cDNA Library,0.3386613386613387
Female Breast Cancer,Toxic effect,0.3386613386613387
Female Breast Cancer,TACSTD2 gene|TACSTD2,0.3386613386613387
Female Breast Cancer,Cystic Breast Disease,0.3386613386613387
Female Breast Cancer,BCAS1 gene|BCAS1,0.3386613386613387
Female Breast Cancer,Cysteine Proteinase Inhibitors,0.3386613386613387
Female Breast Cancer,mutant gene,0.3386613386613387
Female Breast Cancer,Prostaglandin-Endoperoxide Synthase,0.3386613386613387
Female Breast Cancer,hybrid gene,0.3386613386613387
Female Breast Cancer,SHBG gene|SHBG,0.3386613386613387
Female Breast Cancer,FGF3 gene|FGF3,0.3386613386613387
Female Breast Cancer,Female Breast Carcinoma,0.3386613386613387
Female Breast Cancer,DNA biosynthesis,0.3386613386613387
Female Breast Cancer,"TFF1 protein, human|TFF1",0.0089910089910089
Female Breast Cancer,"serine repeat antigen, Plasmodium",0.3386613386613387
Female Breast Cancer,Animal protein,0.3386613386613387
Female Breast Cancer,Proto-Oncogene Proteins p21(ras)|HRAS,0.0279720279720279
Female Breast Cancer,international differences,0.3386613386613387
Female Breast Cancer,"Hydrocarbons, Aromatic",0.3386613386613387
Female Breast Cancer,Tumor Burden,0.0
Female Breast Cancer,BCL-2 Protein,0.3386613386613387
Female Breast Cancer,IGF2 gene|IGF2,0.0109890109890109
Female Breast Cancer,Advanced cancer,0.3386613386613387
Female Breast Cancer,"Antigens, Viral",0.0279720279720279
Female Breast Cancer,HRAS gene|HRAS,0.3386613386613387
Female Breast Cancer,Lymph node excision,0.3386613386613387
Female Breast Cancer,"Genes, Regulator",0.3386613386613387
Female Breast Cancer,alpha-Linolenic Acid,0.3386613386613387
Female Breast Cancer,Transfection,0.0279720279720279
Female Breast Cancer,Carcinoma in Situ,0.0099900099900099
Female Breast Cancer,"Fatty Acids, Unsaturated",0.3386613386613387
Female Breast Cancer,ETS Variant Gene 6 Protein|ETV6,0.0099900099900099
Female Breast Cancer,HIV Infections,0.3386613386613387
Female Breast Cancer,response to hormone stimulus,0.3386613386613387
Female Breast Cancer,Chronic Disease,0.3386613386613387
Female Breast Cancer,CDC25A gene|CDC25A,0.0279720279720279
Female Breast Cancer,Isotopes,0.3386613386613387
Female Breast Cancer,Sterol Regulatory Element Binding Protein 1c,0.3386613386613387
Female Breast Cancer,fluorodeoxyglucose positron emission tomography,0.3386613386613387
Female Breast Cancer,NFKBIA gene|NFKBIA,0.3386613386613387
Female Breast Cancer,Fibroblast Growth Factor 1,0.3386613386613387
Female Breast Cancer,ral Guanine Nucleotide Exchange Factor|RALGDS,0.0279720279720279
Female Breast Cancer,Family history of breast cancer,0.0099900099900099
Female Breast Cancer,Amino Acid Substitution,0.3386613386613387
Female Breast Cancer,ERCC4 gene|ERCC4,0.3386613386613387
Female Breast Cancer,Polypeptides,0.0189810189810189
Female Breast Cancer,Protein Kinase C Inhibitor,0.3386613386613387
Female Breast Cancer,NQO1 gene|NQO1,0.3386613386613387
Female Breast Cancer,repair enzyme,0.0
Female Breast Cancer,CASP1 gene|CASP1,0.0
Female Breast Cancer,TNFRSF1B gene|TNFRSF1B,0.3386613386613387
Female Breast Cancer,IL8 gene|CXCL8,0.3386613386613387
Female Breast Cancer,Steroidal Estrogen,0.3386613386613387
Female Breast Cancer,Fibroblast Growth Factor 7,0.3386613386613387
Female Breast Cancer,CAV1 gene|CAV1,0.3386613386613387
Female Breast Cancer,CLCA2 gene|CLCA2,0.3386613386613387
Female Breast Cancer,HPSE gene|HPSE,0.3386613386613387
Female Breast Cancer,Retinoblastoma Protein,0.3386613386613387
Female Breast Cancer,Adaptor Signaling Protein,0.3386613386613387
Female Breast Cancer,Apolipoprotein E|APOE,0.0279720279720279
Female Breast Cancer,PLAT gene|PLAT,0.3386613386613387
Female Breast Cancer,Primary Prevention,0.3386613386613387
Female Breast Cancer,"PSMD10 protein, human|PSMD10",0.0279720279720279
Female Breast Cancer,Gastric Adenocarcinoma,0.3386613386613387
Female Breast Cancer,Clonal Expansion,0.3386613386613387
Female Breast Cancer,ADH1B gene|ADH1B,0.3386613386613387
Female Breast Cancer,TNFSF11 gene|TNFSF11,0.0279720279720279
Female Breast Cancer,estrogen receptor gamma,0.3386613386613387
Female Breast Cancer,TRANCE protein,0.3386613386613387
Female Breast Cancer,KL gene|KL,0.3386613386613387
Female Breast Cancer,Estrogen Receptors|EREG|ESR1,0.0279720279720279
Female Breast Cancer,SP1 gene|SP1,0.3386613386613387
Female Breast Cancer,ANP32B gene|ANP32B,0.3386613386613387
Female Breast Cancer,ERR1 protein|ESRRA,0.3386613386613387
Female Breast Cancer,Bone Morphogenetic Proteins,0.0279720279720279
Female Breast Cancer,"PTH protein, human|PTH",0.3386613386613387
Female Breast Cancer,Anabolic steroids,0.3386613386613387
Female Breast Cancer,NOTCH4 gene,0.0279720279720279
Female Breast Cancer,Growth retardation,0.3386613386613387
Female Breast Cancer,chromosome decondensation factors,0.3386613386613387
Female Breast Cancer,MAPK14 gene|MAPK14,0.3386613386613387
Female Breast Cancer,Protein Isoforms,0.3386613386613387
Female Breast Cancer,amsonic acid,0.3386613386613387
Female Breast Cancer,Alcoholic Liver Diseases,0.3386613386613387
Female Breast Cancer,protein-tyrosine kinase c-src|SRC,0.0279720279720279
Female Breast Cancer,BCL6 gene|BCL6,0.3386613386613387
Female Breast Cancer,KLF9 gene|KLF9,0.3386613386613387
Female Breast Cancer,Hyperbaric Oxygenation,0.3386613386613387
Female Breast Cancer,USP21 gene|USP21,0.3386613386613387
Female Breast Cancer,CRHBP gene|CRHBP,0.3386613386613387
Female Breast Cancer,"Myeloid Leukemia, Chronic",0.3386613386613387
Female Breast Cancer,"20-hydroxy-5,8,11,14-eicosatetraenoic acid",0.0279720279720279
Female Breast Cancer,Lipogenesis,0.3386613386613387
Female Breast Cancer,Malignant meningitis,0.0029970029970029
Female Breast Cancer,Folic Acid,0.3386613386613387
Female Breast Cancer,iron ion homeostasis,0.3386613386613387
Female Breast Cancer,Oxygen,0.3386613386613387
Female Breast Cancer,Heat Shock Protein 27,0.3386613386613387
Female Breast Cancer,Heightened perception,0.3386613386613387
Female Breast Cancer,Malignant tumor of colon,0.3386613386613387
Female Breast Cancer,ANG gene|ANG,0.0279720279720279
Female Breast Cancer,CALCA gene|CALCA,0.0009990009990009
Female Breast Cancer,Dyslipidemias,0.0009990009990009
Female Breast Cancer,Epithelial antibody,0.3386613386613387
Female Breast Cancer,"BCAR1 protein, human|BCAR1",0.3386613386613387
Female Breast Cancer,Vitamin B6 intake,0.3386613386613387
Female Breast Cancer,Adenocarcinoma of esophagus,0.3386613386613387
Female Breast Cancer,Homologous Recombination,0.3386613386613387
Female Breast Cancer,RELN gene|RELN,0.3386613386613387
Female Breast Cancer,Urine protein,0.3386613386613387
Female Breast Cancer,intervention program,0.0039960039960039
Female Breast Cancer,Total estrogens,0.3386613386613387
Female Breast Cancer,CCL20 gene|CCL20,0.3386613386613387
Female Breast Cancer,CD29 Antigen,0.3386613386613387
Female Breast Cancer,Cervix carcinoma,0.0279720279720279
Female Breast Cancer,progesterone receptor negative,0.3386613386613387
Female Breast Cancer,Soybean preparation,0.3386613386613387
Female Breast Cancer,CDC42 gene|CDC42,0.3386613386613387
Female Breast Cancer,SENP2 gene|SENP2,0.3386613386613387
Female Breast Cancer,H2AFX gene|H2AFX,0.0
Female Breast Cancer,CCND2 gene|CCND2,0.3386613386613387
Female Breast Cancer,GLS gene|GLS,0.3386613386613387
Female Breast Cancer,TXNIP gene|TXNIP,0.0189810189810189
Female Breast Cancer,MAPK8 gene|MAPK8,0.3386613386613387
Female Breast Cancer,"RNA, Satellite",0.3386613386613387
Female Breast Cancer,CD80 gene|CD80,0.3386613386613387
Female Breast Cancer,Protein Precursors,0.3386613386613387
Female Breast Cancer,Cancer cachexia,0.3386613386613387
Female Breast Cancer,disease stage,0.3386613386613387
Female Breast Cancer,BCAR3 gene|BCAR3,0.3386613386613387
Female Breast Cancer,KLK10 gene|KLK10,0.3386613386613387
Female Breast Cancer,MLL gene|KMT2A,0.3386613386613387
Female Breast Cancer,receptor expression,0.3386613386613387
Female Breast Cancer,Generalized obesity,0.3386613386613387
Female Breast Cancer,Malignant disease,0.3386613386613387
Female Breast Cancer,SYK gene|SYK,0.0279720279720279
Female Breast Cancer,DHFR gene|DHFR,0.3386613386613387
Female Breast Cancer,Maternal status,0.3386613386613387
Female Breast Cancer,Vascular Endothelial Growth Factor Receptor-1|FLT1,0.3386613386613387
Female Breast Cancer,IRS2 gene|IRS2,0.0279720279720279
Female Breast Cancer,CD40 gene|CD40,0.0
Female Breast Cancer,Acquired Immunodeficiency Syndrome,0.3386613386613387
Female Breast Cancer,MIRN27A gene|MIR27A,0.0099900099900099
Female Breast Cancer,Aberrant DNA Methylation,0.3386613386613387
Female Breast Cancer,aldehyde dehydrogenases,0.3386613386613387
Female Breast Cancer,"ribosomal protein S6 kinase, 70kD, polypeptide 2|RPS6KB2",0.3386613386613387
Female Breast Cancer,Speech reception threshold,0.3386613386613387
Female Breast Cancer,Squamous cell carcinoma,0.3386613386613387
Female Breast Cancer,SMARCE1 gene|SMARCE1,0.0279720279720279
Female Breast Cancer,GSTT1 protein|SLC25A4|CD5|IL1RL1|TRAPPC9,0.3386613386613387
Female Breast Cancer,GSTT1 protein,0.3386613386613387
Female Breast Cancer,Microinvasive carcinoma,0.3386613386613387
Female Breast Cancer,Cell fusion,0.3386613386613387
Female Breast Cancer,Rare Diseases,0.3386613386613387
Female Breast Cancer,Supplementation,0.3386613386613387
Female Breast Cancer,RNASEL,0.3386613386613387
Female Breast Cancer,MIRN223 gene|MIR223,0.3386613386613387
Female Breast Cancer,Prophylactic immunotherapy,0.3386613386613387
Female Breast Cancer,RNA I,0.0189810189810189
Female Breast Cancer,HTATIP2 gene|HTATIP2,0.3386613386613387
Female Breast Cancer,IL10 gene|IL10,0.3386613386613387
Female Breast Cancer,cyclooxygenase 2|XK,0.3386613386613387
Female Breast Cancer,S-Adenosylmethionine,0.3386613386613387
Female Breast Cancer,LUM gene|LUM,0.3386613386613387
Female Breast Cancer,Extravasation of lymph,0.3386613386613387
Female Breast Cancer,PRKDC gene|PRKDC,0.3386613386613387
Female Breast Cancer,Alcohol interaction,0.3386613386613387
Female Breast Cancer,"Angiography, Digital Subtraction",0.0109890109890109
Female Breast Cancer,CDK2AP1 gene|CDK2AP1,0.3386613386613387
Female Breast Cancer,CD28 gene|CD28,0.0
Female Breast Cancer,Primary tumor size,0.3386613386613387
Female Breast Cancer,breast cancer prevention,0.3386613386613387
Female Breast Cancer,Inflammatory Breast Carcinoma,0.3386613386613387
Female Breast Cancer,Fertilization in Vitro,0.3386613386613387
Female Breast Cancer,"TERT protein, human|TERT",0.0029970029970029
Female Breast Cancer,steroid sulfate,0.3386613386613387
Female Breast Cancer,RNA Interference,0.3386613386613387
Female Breast Cancer,Regional Disease,0.0279720279720279
Female Breast Cancer,Chlorogenic Acid,0.0279720279720279
Female Breast Cancer,AANAT gene|AANAT,0.3386613386613387
Female Breast Cancer,CD2 gene|CD2,0.3386613386613387
Female Breast Cancer,TIAM1 gene|TIAM1,0.0099900099900099
Female Breast Cancer,Examination of breast,0.3386613386613387
Female Breast Cancer,CDKN1C gene|CDKN1C,0.3386613386613387
Female Breast Cancer,Chemoprevention,0.3386613386613387
Female Breast Cancer,Cosmic Radiation,0.3386613386613387
Female Breast Cancer,Peptide Hydrolases,0.3386613386613387
Female Breast Cancer,Adaptation,0.3386613386613387
Female Breast Cancer,IGF1R gene|IGF1R,0.3386613386613387
Female Breast Cancer,Adenocarcinoma,0.3386613386613387
Female Breast Cancer,MIRN107 gene|MIR107,0.3386613386613387
Female Breast Cancer,Thioctic Acid,0.3386613386613387
Female Breast Cancer,Regulatory Protein,0.3386613386613387
Female Breast Cancer,"ESR1 protein, human|ESR1",0.3386613386613387
Female Breast Cancer,autoimmune thyroid disease,0.3386613386613387
Female Breast Cancer,Proto-Oncogenes|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.0099900099900099
