PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score
TREATS,Lasofoxifene,Carcinoma breast stage IV,0.028971028971028972
TREATS,Contralateral Prophylactic Mastectomy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Checkpoint Blockade Immunotherapy,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,cyclophosphamide,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Mammaplasty,Carcinoma breast stage IV,0.028971028971028972
TREATS,Proton Therapy,Carcinoma of Male Breast,0.006993006993006993
TREATS,Single Agent Therapy,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,polyphenols,Malignant neoplasm of breast,0.1928071928071928
TREATS,Drug Combinations,Carcinoma breast stage IV,0.028971028971028972
TREATS,margetuximab,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Scanning Systems,Malignant neoplasm of breast,0.1928071928071928
TREATS,Camptothecin,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Aromatase Inhibitors,hormone receptor/growth factor receptor-negative breast cancer,0.001998001998001998
TREATS,natural polymers,Malignant neoplasm of breast,0.1928071928071928
TREATS,exemestane,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Today,Malignant neoplasm of breast,0.1928071928071928
TREATS,Immunotherapy for cancer,Carcinoma breast stage IV,0.028971028971028972
PROCESS_OF,Cell Differentiation process,Malignant neoplasm of breast,0.1928071928071928
TREATS,Interventional procedure,Hereditary Breast and Ovarian Cancer Syndrome,0.0
TREATS,thymoquinone,Malignant neoplasm of breast,0.1928071928071928
TREATS,Adjuvant Radiation Therapy,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,sacituzumab govitecan,Carcinoma breast stage IV,0.028971028971028972
TREATS,"Radiosurgery, Stereotactic",Secondary malignant neoplasm of breast,0.001998001998001998
TREATS,crystal healing,Malignant neoplasm of breast,0.1928071928071928
TREATS,Tumor Necrosis Factor Inhibitors,Malignant neoplasm of breast,0.1928071928071928
TREATS,Clinical Treatment,Carcinoma breast stage IV,0.028971028971028972
TREATS,carmustine/cytarabine/etoposide/melphalan regimen,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Immune Checkpoint Blockade,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,gold,Malignant neoplasm of breast,0.1928071928071928
TREATS,Breast Cancer Radiotherapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,sacituzumab govitecan,HER2-negative breast cancer,0.001998001998001998
TREATS,"Deep radiation therapy, 200-300 KVP",Left-Sided Breast Neoplasms,0.001998001998001998
TREATS,carboplatin,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Local anesthesia,Early-Stage Breast Carcinoma,0.005994005994005994
TREATS,Complete Lymph Node Dissection,Malignant neoplasm of breast,0.1928071928071928
TREATS,Estrogen Antagonists,HER2-negative breast cancer,0.001998001998001998
TREATS,Chk1 Inhibitor,Triple Negative Breast Neoplasms,0.04395604395604396
PROCESS_OF,ribosome biogenesis,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,scalpel,Malignant neoplasm of breast,0.1928071928071928
TREATS,abemaciclib,hormone receptor/growth factor receptor-negative breast cancer,0.001998001998001998
TREATS,cabazitaxel,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,Protac,Malignant neoplasm of breast,0.1928071928071928
TREATS,Silicone implant,Malignant neoplasm of breast,0.1928071928071928
TREATS,Poly(ADP-ribose) Polymerase Inhibitors,Basal-Like Breast Carcinoma,0.001998001998001998
TREATS,Antibody-Drug Conjugates,Carcinoma breast stage IV,0.028971028971028972
TREATS,Scalp cooling system,Malignant neoplasm of breast,0.1928071928071928
TREATS,directive therapy,HER2-positive carcinoma of breast,0.008991008991008992
TREATS,Therapeutic regimen,Triple Negative Breast Neoplasms,0.04395604395604396
TREATS,photon radiation therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,adalimumab,Malignant neoplasm of breast,0.1928071928071928
TREATS,Naloxone,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Endocytosis,Malignant neoplasm of breast,0.1928071928071928
TREATS,Induction,Breast Carcinoma,0.03796203796203796
TREATS,Antiandrogen therapy,Carcinoma of Male Breast,0.006993006993006993
TREATS,-plasty,Malignant neoplasm of breast,0.1928071928071928
TREATS,Granisetron,Malignant neoplasm of breast,0.1928071928071928
TREATS,Verteporfin,Breast cancer metastatic,0.04195804195804196
TREATS,paricalcitol,Breast cancer metastatic,0.04195804195804196
TREATS,Tamoxifen,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,Avastin,Breast cancer metastatic,0.04195804195804196
PROCESS_OF,Signal Pathways,Breast cancer recurrent,0.02197802197802198
TREATS,Morinda citrifolia extract,Malignant neoplasm of breast,0.1928071928071928
TREATS,radioactive agent,Malignant neoplasm of breast,0.1928071928071928
TREATS,Forequarter amputation,Breast cancer recurrent,0.02197802197802198
TREATS,Hemodialysis,Malignant neoplasm of breast,0.1928071928071928
TREATS,Topotecan,Malignant neoplasm of breast,0.1928071928071928
TREATS,Ultrasonic dissection,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Down-Regulation,Breast cancer invasive NOS,0.00999000999000999
TREATS,cetuximab,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,epithelial to mesenchymal transition,Breast cancer metastatic,0.04195804195804196
TREATS,Adenosine Triphosphate,Breast cancer metastatic,0.04195804195804196
TREATS,bevacizumab,"Carcinoma, Ductal, Breast",0.004995004995004995
PROCESS_OF,Growth pattern,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Segmental Mastectomy,Breast Carcinoma,0.03796203796203796
TREATS,Repositioning,Breast cancer metastatic,0.04195804195804196
TREATS,Metformin,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Metformin,Lobular carcinoma in situ of breast,0.0
TREATS,Pharmaceutical Preparations,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Hydrate,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,anti-apoptosis,Malignant neoplasm of breast,0.1928071928071928
TREATS,Alkylphosphocholine Compound,Breast cancer metastatic,0.04195804195804196
TREATS,Tamoxifen,Female Breast Carcinoma,0.00999000999000999
PROCESS_OF,macrophage chemotaxis,Malignant neoplasm of breast,0.1928071928071928
TREATS,dihydroquinghaosu,Malignant neoplasm of breast,0.1928071928071928
TREATS,oleuropein,Malignant neoplasm of breast,0.1928071928071928
TREATS,Surgical Navigation Systems,Malignant neoplasm of breast,0.1928071928071928
TREATS,patent blue violet,Malignant neoplasm of breast,0.1928071928071928
TREATS,Gamma Cameras,Malignant neoplasm of breast,0.1928071928071928
TREATS,cucurbitacin B,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Cell Cycle Arrest,Malignant neoplasm of breast,0.1928071928071928
TREATS,CATHEPSIN D|CTSD,Malignant neoplasm of breast,0.1928071928071928
TREATS,fludarabine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Detection,Breast cancer stage II,0.00999000999000999
TREATS,"Radiotherapy, Targeted",Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Hormone manipulation,Malignant neoplasm of breast,0.1928071928071928
METHOD_OF,Pharmacotherapy,breast cancer prevention,0.0
TREATS,Paclitaxel,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,Microdochectomy,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Plasminogen Activator Inhibitor 1,Malignant neoplasm of breast,0.1928071928071928
TREATS,Iodine,Malignant neoplasm of breast,0.1928071928071928
TREATS,pterostilbene,Malignant neoplasm of breast,0.1928071928071928
TREATS,Binder,Malignant neoplasm of breast,0.1928071928071928
TREATS,diindolylmethane,Malignant neoplasm of breast,0.1928071928071928
TREATS,health risk assessment,Malignant neoplasm of breast,0.1928071928071928
TREATS,Vaccines,Breast Carcinoma,0.03796203796203796
TREATS,Granulocyte colony stimulating factor prophylaxis,Malignant neoplasm of breast,0.1928071928071928
TREATS,Detection,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,Methotrexate,Malignant neoplasm of female breast NOS,0.0
TREATS,Immunologic Adjuvants,Breast cancer metastatic,0.04195804195804196
TREATS,Ablation,Breast cancer recurrent,0.02197802197802198
TREATS,ICRF-159,Breast cancer metastatic,0.04195804195804196
TREATS,Regulators,Malignant neoplasm of breast,0.1928071928071928
TREATS,exemestane,Carcinoma of Male Breast,0.006993006993006993
TREATS,Apigenin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cytoxan,Breast Carcinoma,0.03796203796203796
TREATS,Estramustinphosphate,Breast Carcinoma,0.03796203796203796
TREATS,Adrenal Cortex Hormones,Malignant neoplasm of breast,0.1928071928071928
TREATS,EGF-genistein,Malignant neoplasm of breast,0.1928071928071928
TREATS,Laparotomy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Salvage Therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Drug Combinations,Breast cancer metastatic,0.04195804195804196
TREATS,Nafoxidine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Transethmoidal hypophysectomy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Prosthesis,Breast Carcinoma,0.03796203796203796
TREATS,"1,4-dioxin",Malignant neoplasm of breast,0.1928071928071928
TREATS,Ovariectomy,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Depostat,Breast Carcinoma,0.03796203796203796
TREATS,Brachytherapy,Breast Carcinoma,0.03796203796203796
TREATS,radical mastectomy,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Vaccination,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,Methylnitrosourea,Malignant neoplasm of breast,0.1928071928071928
TREATS,Steroids,Breast Carcinoma,0.03796203796203796
TREATS,Transsphenoidal hypophysectomy,Breast Carcinoma,0.03796203796203796
TREATS,Thrombolytic Therapy,Breast Carcinoma,0.03796203796203796
TREATS,Danazol,Malignant neoplasm of breast,0.1928071928071928
TREATS,Antineoplastic Agents,Breast cancer recurrent,0.02197802197802198
TREATS,Surgical Manipulation,Malignant neoplasm of breast,0.1928071928071928
TREATS,Carbidopa+levodopa,Malignant neoplasm of breast,0.1928071928071928
TREATS,Castration,Breast Carcinoma,0.03796203796203796
TREATS,Cytembena,Malignant neoplasm of breast,0.1928071928071928
TREATS,Vinblastine,Breast cancer metastatic,0.04195804195804196
TREATS,Fadrozole,Malignant neoplasm of breast,0.1928071928071928
TREATS,Ablation,Breast cancer stage III,0.007992007992007992
TREATS,Idarubicin,Breast cancer metastatic,0.04195804195804196
TREATS,Epirubicin,Stage IIB Breast Cancer,0.000999000999000999
TREATS,Lumpectomy of breast,Malignant neoplasm of breast,0.1928071928071928
TREATS,Paclitaxel,Stage IIB Breast Cancer,0.000999000999000999
TREATS,piritrexim,Breast cancer metastatic,0.04195804195804196
TREATS,safflower yellow,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cytadren,Malignant neoplasm of breast,0.1928071928071928
TREATS,Mesna,Breast cancer metastatic,0.04195804195804196
TREATS,Carbogen Breathing,Breast Carcinoma,0.03796203796203796
TREATS,Antineoplastic Agents,Breast Carcinoma,0.03796203796203796
TREATS,lonidamine,Breast cancer metastatic,0.04195804195804196
TREATS,Mitomycin,Breast Carcinoma,0.03796203796203796
PROCESS_OF,Cell Cycle,Breast Carcinoma,0.03796203796203796
TREATS,Mastectomy,stage IIIA breast cancer,0.0
TREATS,Leucovorin,Breast Carcinoma,0.03796203796203796
TREATS,bleomycetin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Existential therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,doxifluridine,Breast cancer metastatic,0.04195804195804196
TREATS,Bisoprolol,Malignant neoplasm of breast,0.1928071928071928
TREATS,TNP 470,Malignant neoplasm of breast,0.1928071928071928
TREATS,high-dose chemotherapy,Breast cancer stage II,0.00999000999000999
TREATS,Ovarian ablation,Breast Carcinoma,0.03796203796203796
TREATS,Biomedical Monitors,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Biological treatment,Malignant neoplasm of breast,0.1928071928071928
TREATS,Aclarubicin,Breast cancer metastatic,0.04195804195804196
TREATS,WR-2721,Breast cancer metastatic,0.04195804195804196
TREATS,Interferon Type II,Malignant neoplasm of breast,0.1928071928071928
TREATS,Endopeptidases,Malignant neoplasm of breast,0.1928071928071928
TREATS,Flutamide,Carcinoma of Male Breast,0.006993006993006993
TREATS,Mitolactol,Breast cancer metastatic,0.04195804195804196
TREATS,elmustine,Breast Carcinoma,0.03796203796203796
TREATS,Gonadorelin|GNRH1,Breast cancer metastatic,0.04195804195804196
TREATS,agonists,Breast cancer metastatic,0.04195804195804196
TREATS,Interstitial brachytherapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Therapeutic procedure,Breast cancer stage III,0.007992007992007992
TREATS,R-38486,Malignant neoplasm of breast,0.1928071928071928
TREATS,Skin Transplantation,Breast cancer recurrent,0.02197802197802198
TREATS,Tryptophan,Malignant neoplasm of breast,0.1928071928071928
TREATS,Mechlorethamine,Ductal Breast Carcinoma,0.000999000999000999
TREATS,Immunotherapy,Breast cancer stage III,0.007992007992007992
TREATS,Prednimustine,Breast cancer metastatic,0.04195804195804196
TREATS,Vindesine,Malignant neoplasm of breast,0.1928071928071928
TREATS,BW 12C,Breast Carcinoma,0.03796203796203796
TREATS,artery infusion,Breast cancer recurrent,0.02197802197802198
TREATS,Cytoxan,Malignant neoplasm of breast,0.1928071928071928
TREATS,Menogaril,Breast cancer metastatic,0.04195804195804196
TREATS,Spectacle telescope,Malignant neoplasm of breast,0.1928071928071928
TREATS,Plates,Breast Carcinoma,0.03796203796203796
TREATS,Exposure technique,Malignant neoplasm of breast,0.1928071928071928
TREATS,Immunoglobulins,Malignant neoplasm of breast,0.1928071928071928
TREATS,Hydrocortisone,Breast cancer metastatic,0.04195804195804196
TREATS,Pirarubicin,Breast cancer metastatic,0.04195804195804196
TREATS,4'-deoxydoxorubicin,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Cell Proliferation,Breast cancer invasive NOS,0.00999000999000999
TREATS,cyclophosphamide/fluorouracil/methotrexate/prednisone protocol,Breast cancer metastatic,0.04195804195804196
TREATS,Interferon-alpha,Malignant neoplasm of breast,0.1928071928071928
TREATS,Flutamide,Malignant neoplasm of breast,0.1928071928071928
TREATS,Oral contraception,Breast Carcinoma,0.03796203796203796
TREATS,formestane,Breast cancer metastatic,0.04195804195804196
TREATS,Ketoconazole,Carcinoma of Male Breast,0.006993006993006993
TREATS,cyclophosphamide/fluorouracil/methotrexate/prednisone protocol,Malignant neoplasm of breast,0.1928071928071928
TREATS,Treatment Protocols,Breast cancer stage II,0.00999000999000999
TREATS,estradiol 3-benzoate,Malignant neoplasm of breast,0.1928071928071928
TREATS,Epidermal Growth Factor|EGF,Breast Carcinoma,0.03796203796203796
TREATS,Interferons,Malignant neoplasm of breast,0.1928071928071928
TREATS,Combined Modality Therapy,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Combination Drug Therapy,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Cortisone,Breast cancer metastatic,0.04195804195804196
TREATS,Catheterization,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Aspiration-action,Breast Carcinoma,0.03796203796203796
TREATS,Vitamin A,Female Breast Carcinoma,0.00999000999000999
TREATS,Peplomycin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Hydralazine,Breast Carcinoma,0.03796203796203796
TREATS,Flutamide,Female Breast Carcinoma,0.00999000999000999
PROCESS_OF,positive regulation of mitosis,Malignant neoplasm of breast,0.1928071928071928
TREATS,Levamisole,Breast cancer stage II,0.00999000999000999
TREATS,Hormones,Breast cancer metastatic,0.04195804195804196
TREATS,SMS 201-995|SMS,Malignant neoplasm of breast,0.1928071928071928
TREATS,Hyaluronan,Malignant neoplasm of breast,0.1928071928071928
TREATS,Prednisone,Breast cancer metastatic,0.04195804195804196
TREATS,Methylprednisolone,Breast Carcinoma,0.03796203796203796
TREATS,Implantable venous access port,Malignant neoplasm of breast,0.1928071928071928
TREATS,Combined Modality Therapy,Stage IIB Breast Cancer,0.000999000999000999
TREATS,Menogaril,Malignant neoplasm of breast,0.1928071928071928
TREATS,Peptichemio,Breast Carcinoma,0.03796203796203796
TREATS,Ablation,Breast Carcinoma,0.03796203796203796
TREATS,Leukovorin rescue,Breast cancer metastatic,0.04195804195804196
TREATS,Gonadorelin,Breast cancer metastatic,0.04195804195804196
TREATS,Furosemide,Breast cancer metastatic,0.04195804195804196
TREATS,Spermidine,Malignant neoplasm of breast,0.1928071928071928
TREATS,Radicals (chemistry),Breast Carcinoma,0.03796203796203796
TREATS,blastolysin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Filgrastim,Breast cancer metastatic,0.04195804195804196
TREATS,Castration,Female Breast Carcinoma,0.00999000999000999
TREATS,Diethylstilbestrol,Malignant neoplasm of breast,0.1928071928071928
TREATS,Androgens,Breast cancer metastatic,0.04195804195804196
TREATS,"Ether, Ethyl",Malignant neoplasm of breast,0.1928071928071928
TREATS,Advance,Breast Carcinoma,0.03796203796203796
TREATS,Estrogens,Breast Carcinoma,0.03796203796203796
TREATS,particle,Breast Carcinoma,0.03796203796203796
TREATS,Extended radical mastectomy,Breast Carcinoma,0.03796203796203796
TREATS,"Fracture Fixation, Internal",Breast cancer metastatic,0.04195804195804196
TREATS,Vaccination,Breast cancer stage II,0.00999000999000999
PROCESS_OF,maintenance of localization,Malignant neoplasm of breast,0.1928071928071928
TREATS,Tamoxifen Citrate,Breast cancer metastatic,0.04195804195804196
TREATS,human leukocyte interferon,Malignant neoplasm of breast,0.1928071928071928
TREATS,Buserelin,Breast Carcinoma,0.03796203796203796
TREATS,diaziquone,Breast cancer metastatic,0.04195804195804196
TREATS,Conservative therapy,Breast cancer metastatic,0.04195804195804196
TREATS,Epidermal Growth Factor|EGF,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,cyclophosphamide/fluorouracil,Breast cancer stage II,0.00999000999000999
TREATS,Gonadorelin,Malignant neoplasm of breast,0.1928071928071928
TREATS,5-ethynyluracil,Malignant neoplasm of breast,0.1928071928071928
TREATS,Chemotherapy-Oncologic Procedure,Breast cancer recurrent,0.02197802197802198
TREATS,Relaxation,Malignant neoplasm of breast,0.1928071928071928
TREATS,Ambulatory chemotherapy,Breast cancer recurrent,0.02197802197802198
TREATS,lenograstim,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Megestrol,Breast cancer metastatic,0.04195804195804196
TREATS,Total excision of pancreas NOS,Ductal Breast Carcinoma,0.000999000999000999
TREATS,Bilateral mastectomy,Breast Carcinoma,0.03796203796203796
TREATS,Chemotherapy-Oncologic Procedure,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Estrogen Replacements,Malignant neoplasm of breast,0.1928071928071928
TREATS,Autoclave,Breast Carcinoma,0.03796203796203796
TREATS,Ethanol,Malignant neoplasm of breast,0.1928071928071928
TREATS,Erythropoietin|EPO,Malignant neoplasm of breast,0.1928071928071928
TREATS,Erythropoietin|EPO,Breast cancer stage II,0.00999000999000999
TREATS,Interleukin-2 therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cytotoxic Chemotherapy,Breast Carcinoma,0.03796203796203796
TREATS,Vitamin supplementation,Breast cancer metastatic,0.04195804195804196
TREATS,"Laser Therapy, Low-Level",Breast Carcinoma,0.03796203796203796
TREATS,Detectors,Malignant neoplasm of breast,0.1928071928071928
TREATS,Faslodex,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Exocytosis,Breast cancer metastatic,0.04195804195804196
TREATS,Zinc Oxide,Malignant neoplasm of breast,0.1928071928071928
TREATS,trastuzumab|ERBB2,Breast cancer metastatic,0.04195804195804196
TREATS,Epidermal Growth Factor|EGF,Malignant neoplasm of breast,0.1928071928071928
TREATS,Immunotherapy,Breast cancer stage II,0.00999000999000999
TREATS,Cytotoxic Chemotherapy,Breast cancer stage II,0.00999000999000999
TREATS,Acetate,Breast Carcinoma,0.03796203796203796
TREATS,Anthracycline Antibiotics,Breast cancer metastatic,0.04195804195804196
TREATS,Breast surgery,Breast Carcinoma,0.03796203796203796
TREATS,Irinotecan hydrochloride,Breast cancer metastatic,0.04195804195804196
TREATS,Melphalan,Breast cancer stage II,0.00999000999000999
TREATS,Immunotherapy,Breast Carcinoma,0.03796203796203796
TREATS,Xeloda,Malignant neoplasm of breast,0.1928071928071928
TREATS,Peripheral Stem Cell Transplantation,Breast cancer metastatic,0.04195804195804196
TREATS,Non-oral contraceptive,Malignant neoplasm of breast,0.1928071928071928
TREATS,Ospemifene,Malignant neoplasm of breast,0.1928071928071928
TREATS,Detection,Breast cancer invasive NOS,0.00999000999000999
TREATS,Guide device,Malignant neoplasm of breast,0.1928071928071928
TREATS,Medroxyprogesterone,Breast cancer metastatic,0.04195804195804196
TREATS,Combined radiotherapy NOS,Breast cancer recurrent,0.02197802197802198
TREATS,Thioguanine,Breast cancer metastatic,0.04195804195804196
TREATS,Toremifene,Breast Carcinoma,0.03796203796203796
TREATS,Streptokinase,Malignant neoplasm of breast,0.1928071928071928
TREATS,hydroxy-methyl-ellipticinium,Malignant neoplasm of breast,0.1928071928071928
TREATS,Bombesin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Reconstructive Surgical Procedures,Breast cancer metastatic,0.04195804195804196
TREATS,Fiber,Malignant neoplasm of breast,0.1928071928071928
TREATS,Mammaplasty,Contralateral breast cancer,0.000999000999000999
TREATS,Psychiatric therapeutic procedure,Malignant neoplasm of breast,0.1928071928071928
TREATS,"Transfusion, Autologous",Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Apoptosis,Breast cancer invasive NOS,0.00999000999000999
PROCESS_OF,Mitosis,Breast cancer invasive NOS,0.00999000999000999
TREATS,TETROFOSMIN,Malignant neoplasm of breast,0.1928071928071928
TREATS,Extended radical mastectomy,Breast cancer stage II,0.00999000999000999
TREATS,Cytokine therapy,Breast cancer metastatic,0.04195804195804196
TREATS,Indole Alkaloids,Malignant neoplasm of breast,0.1928071928071928
TREATS,Propolis,Breast Carcinoma,0.03796203796203796
TREATS,Basin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Pharmacotherapy,Ductal Breast Carcinoma,0.000999000999000999
PROCESS_OF,Cell Death,Familial cancer of breast,0.0
TREATS,Detection,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,Mistletoe preparation,Malignant neoplasm of breast,0.1928071928071928
TREATS,Tegafur,Malignant neoplasm of breast,0.1928071928071928
METHOD_OF,Patient referral,breast cancer prevention,0.0
TREATS,Bilateral oophorectomy,Breast Carcinoma,0.03796203796203796
TREATS,17-Hydroxycorticosteroids,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cortisone,Breast Carcinoma,0.03796203796203796
TREATS,Androgens,Breast Carcinoma,0.03796203796203796
TREATS,Heterocyclic Amines,Malignant neoplasm of breast,0.1928071928071928
TREATS,4-hydroxytamoxifen,Malignant neoplasm of breast,0.1928071928071928
TREATS,Sodium Bicarbonate,Malignant neoplasm of breast,0.1928071928071928
TREATS,Curettage procedure,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cytokine therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cyclophosphamide,Breast cancer recurrent,0.02197802197802198
TREATS,3MC,Breast Carcinoma,0.03796203796203796
TREATS,Methylprednisolone,Breast cancer metastatic,0.04195804195804196
TREATS,Dichlorodiphenyldichloroethane,Breast Carcinoma,0.03796203796203796
TREATS,High-energy beam therapy NOS,Breast Carcinoma,0.03796203796203796
TREATS,FHIT gene|FHIT,Malignant neoplasm of breast,0.1928071928071928
TREATS,Farnesyl Transferase Inhibitor,Malignant neoplasm of breast,0.1928071928071928
TREATS,Erythrocyte Transfusion,Malignant neoplasm of breast,0.1928071928071928
TREATS,Somatomedins,Breast cancer metastatic,0.04195804195804196
TREATS,DaunoXome,Breast cancer metastatic,0.04195804195804196
METHOD_OF,Placebos,breast cancer prevention,0.0
TREATS,Simple mastectomy,Breast cancer invasive NOS,0.00999000999000999
TREATS,Anthracyclines,Breast Carcinoma,0.03796203796203796
TREATS,Goserelin|EREG|ESR1,Malignant neoplasm of breast,0.1928071928071928
TREATS,Growth Inhibitors,Malignant neoplasm of breast,0.1928071928071928
TREATS,Nucleoside Analogs,Breast cancer metastatic,0.04195804195804196
TREATS,Doxorubicin,Inflammatory Breast Carcinoma,0.01098901098901099
TREATS,EPO gene|EPO,Breast cancer metastatic,0.04195804195804196
PROCESS_OF,Cell Respiration,Breast Carcinoma,0.03796203796203796
TREATS,Alkylphosphocholine Compound,Malignant neoplasm of breast,0.1928071928071928
TREATS,EM 800,Malignant neoplasm of breast,0.1928071928071928
TREATS,ZD1839,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,agonists,Breast cancer recurrent,0.02197802197802198
PROCESS_OF,Cell Cycle Regulation,Breast Carcinoma,0.03796203796203796
TREATS,ecteinascidin 743,Malignant neoplasm of breast,0.1928071928071928
TREATS,Fixation of pendulous breast,Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,membrane activity,Malignant neoplasm of breast,0.1928071928071928
TREATS,"Abortion, Induced",Malignant neoplasm of breast,0.1928071928071928
PROCESS_OF,Cell Adhesion,Breast cancer metastatic,0.04195804195804196
TREATS,antitumor agent,Breast cancer metastatic,0.04195804195804196
TREATS,FK228,Malignant neoplasm of breast,0.1928071928071928
TREATS,Medical counseling NOS,Malignant neoplasm of breast,0.1928071928071928
TREATS,Tumor destruction,Malignant neoplasm of breast,0.1928071928071928
TREATS,Liposomal Doxorubicin,Breast cancer metastatic,0.04195804195804196
TREATS,Modified radical mastectomy,Noninfiltrating Intraductal Carcinoma,0.012987012987012988
TREATS,"Markers, Bone",Breast cancer metastatic,0.04195804195804196
TREATS,"Radiotherapy, Intensity-Modulated",Contralateral breast cancer,0.000999000999000999
TREATS,Detection,Familial cancer of breast,0.0
TREATS,Myocet,Breast cancer metastatic,0.04195804195804196
TREATS,Chemotherapeutic agent,Ductal Breast Carcinoma,0.000999000999000999
TREATS,vinorelbine,Breast cancer stage II,0.00999000999000999
TREATS,Finasteride,Carcinoma of Male Breast,0.006993006993006993
TREATS,Technetium Tc 99m Sestamibi,"Carcinoma, Ductal, Breast",0.004995004995004995
TREATS,Taxotere,Malignant neoplasm of breast,0.1928071928071928
TREATS,related compounds,Malignant neoplasm of breast,0.1928071928071928
TREATS,Closure by wire,Breast cancer metastatic,0.04195804195804196
PROCESS_OF,Anoikis,Malignant neoplasm of breast,0.1928071928071928
TREATS,Relaxin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Lung excision,Breast cancer metastatic,0.04195804195804196
TREATS,TT 232,Breast Carcinoma,0.03796203796203796
TREATS,nursing therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Paclitaxel,bilateral breast cancer,0.000999000999000999
TREATS,VEGF gene|VEGFA,Breast cancer metastatic,0.04195804195804196
TREATS,Insulin,Malignant neoplasm of breast,0.1928071928071928
TREATS,Fatigue management,Malignant neoplasm of breast,0.1928071928071928
TREATS,zoledronate,Malignant neoplasm of breast,0.1928071928071928
TREATS,Arsenal,Malignant neoplasm of breast,0.1928071928071928
TREATS,Folk Remedies,Malignant neoplasm of breast,0.1928071928071928
TREATS,bexarotene,Breast Carcinoma,0.03796203796203796
TREATS,Sequential Treatment,Malignant neoplasm of breast,0.1928071928071928
TREATS,Histone Deacetylase Inhibitor,Breast Carcinoma,0.03796203796203796
TREATS,Iressa,Malignant neoplasm of breast,0.1928071928071928
TREATS,psychopharmacological therapy,Malignant neoplasm of breast,0.1928071928071928
TREATS,Cell Therapy,Breast cancer metastatic,0.04195804195804196
