PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text
PREVENTS,"estrogens, conjugated (USP)",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Hormonal Treatments,"estrogens, conjugated (USP) Malignant neoplasm of breast"
PREVENTS,Acupuncture procedure,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Acupuncture procedure Malignant neoplasm of breast
PREVENTS,Melatonin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Melatonin Malignant neoplasm of breast
PREVENTS,Mandibular right canine abutment,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Mandibular right canine abutment Malignant neoplasm of breast
PREVENTS,Weight maintenance regimen,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Weight maintenance regimen Malignant neoplasm of breast
PREVENTS,Molecular Target,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Molecular Target Malignant neoplasm of breast
PREVENTS,alpha-carotene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Hormonal Treatments,alpha-carotene Malignant neoplasm of breast
PREVENTS,LAMP3 Gene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,LAMP3 Gene Malignant neoplasm of breast
PREVENTS,bindarit,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,bindarit Malignant neoplasm of breast
PREVENTS,Genistein,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Genistein Malignant neoplasm of breast
PREVENTS,INPP5J,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,INPP5J Malignant neoplasm of breast
PREVENTS,Proto-Oncogene Protein pp60 (c-src)|SRC,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,Proto-Oncogene Protein pp60 (c-src)|SRC Breast cancer recurrent
PREVENTS,c-fms Genes|CSF1R,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,c-fms Genes|CSF1R Breast cancer metastatic
PREVENTS,CD8B1 gene|CD8B,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,CD8B1 gene|CD8B Breast cancer metastatic
PREVENTS,arzoxifene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,arzoxifene Malignant neoplasm of breast
PREVENTS,LGMN gene|LGMN,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,LGMN gene|LGMN Malignant neoplasm of breast
PREVENTS,SSTR2 gene|SSTR2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,SSTR2 gene|SSTR2 Malignant neoplasm of breast
PREVENTS,Aromatase,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Aromatase Malignant neoplasm of breast
PREVENTS,Thyroid antibody,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Thyroid antibody Malignant neoplasm of breast
PREVENTS,Isoflavones,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Isoflavones Malignant neoplasm of breast
PREVENTS,Histidine Decarboxylase|HDC,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Histidine Decarboxylase|HDC Malignant neoplasm of breast
PREVENTS,Interleukin-24,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Interleukin-24 Malignant neoplasm of breast
PREVENTS,MUC1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MUC1 Malignant neoplasm of breast
PREVENTS,alpha-Fetoproteins,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Hormonal Treatments,alpha-Fetoproteins Malignant neoplasm of breast
PREVENTS,PRMT2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,PRMT2 Malignant neoplasm of breast
PREVENTS,CCNB1 gene|CCNB1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,CCNB1 gene|CCNB1 Malignant neoplasm of breast
METHOD_OF,Advice,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,Advice breast cancer prevention
PREVENTS,Toremifene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Toremifene Malignant neoplasm of breast
PREVENTS,Raloxifene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Raloxifene Malignant neoplasm of breast
PREVENTS,"9,10-Dimethyl-1,2-benzanthracene",Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,"9,10-Dimethyl-1,2-benzanthracene Breast Carcinoma"
PREVENTS,rosiglitazone,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,rosiglitazone Malignant neoplasm of breast
PREVENTS,Excision,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Excision Malignant neoplasm of breast
PREVENTS,lycopene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,lycopene Malignant neoplasm of breast
PREVENTS,beta-cryptoxanthin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,beta-cryptoxanthin Malignant neoplasm of breast
PREVENTS,Retinoids,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,Retinoids Breast cancer recurrent
PREVENTS,limonene,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,limonene Breast Carcinoma
PREVENTS,DXS435E|IGKV3D-20,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,DXS435E|IGKV3D-20 Malignant neoplasm of breast
PREVENTS,Implants,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Implants Malignant neoplasm of breast
PREVENTS,Surgical Replantation,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Surgical Replantation Malignant neoplasm of breast
PREVENTS,dehydroepiandrosterone,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,dehydroepiandrosterone Malignant neoplasm of breast
PREVENTS,Progestins,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Progestins Malignant neoplasm of breast
PREVENTS,Steroids,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Steroids Malignant neoplasm of breast
PREVENTS,retinol acetate,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,retinol acetate Malignant neoplasm of breast
PREVENTS,Carcinogens,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Carcinogens Malignant neoplasm of breast
PREVENTS,Bilateral oophorectomy,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Bilateral oophorectomy Malignant neoplasm of breast
PREVENTS,Radicals (chemistry),Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,Radicals (chemistry) Breast Carcinoma
PREVENTS,CB-154,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,CB-154 Breast Carcinoma
PREVENTS,Antioxidants,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Antioxidants Malignant neoplasm of breast
PREVENTS,Aromatase Inhibitors,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Aromatase Inhibitors Malignant neoplasm of breast
PREVENTS,Ovariectomy,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Ovariectomy Malignant neoplasm of breast
PREVENTS,Fenretinide,Contralateral breast cancer,0.0119880119880119,Female Breast Cancer,Medical Procedures,Fenretinide Contralateral breast cancer
PREVENTS,Raloxifene,Breast cancer invasive NOS,0.0129870129870129,Female Breast Cancer,Hormonal Treatments,Raloxifene Breast cancer invasive NOS
PREVENTS,Lignans,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Lignans Malignant neoplasm of breast
PREVENTS,Prevention,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Prevention Malignant neoplasm of breast
PREVENTS,Retinoids,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Retinoids Malignant neoplasm of breast
PREVENTS,Advance,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Advance Malignant neoplasm of breast
PREVENTS,anastrozole,Contralateral breast cancer,0.0119880119880119,Female Breast Cancer,Medical Procedures,anastrozole Contralateral breast cancer
PREVENTS,Folate,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Folate Malignant neoplasm of breast
PREVENTS,Azo derivative,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Azo derivative Malignant neoplasm of breast
PREVENTS,LG 100268,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,LG 100268 Malignant neoplasm of breast
PREVENTS,Estradiol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Estradiol Malignant neoplasm of breast
PREVENTS,thymalfasin,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,thymalfasin Breast Carcinoma
PREVENTS,Ovarian ablation,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Ovarian ablation Malignant neoplasm of breast
PREVENTS,Reduction mammaplasty,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Reduction mammaplasty Malignant neoplasm of breast
PREVENTS,alpha Tocopherol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Hormonal Treatments,alpha Tocopherol Malignant neoplasm of breast
PREVENTS,Placebos,Breast cancer invasive NOS,0.0129870129870129,Female Breast Cancer,Hormonal Treatments,Placebos Breast cancer invasive NOS
PREVENTS,"9,11-linoleic acid, (E,Z)-isomer",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"9,11-linoleic acid, (E,Z)-isomer Malignant neoplasm of breast"
PREVENTS,Human Chorionic Gonadotropin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Human Chorionic Gonadotropin Malignant neoplasm of breast
PREVENTS,ERCC4 gene|ERCC4,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ERCC4 gene|ERCC4 Malignant neoplasm of breast
PREVENTS,Cyclooxygenase 2 Inhibitors,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Cyclooxygenase 2 Inhibitors Malignant neoplasm of breast
PREVENTS,AR gene|AR,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,AR gene|AR Malignant neoplasm of breast
PREVENTS,celecoxib,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,celecoxib Malignant neoplasm of breast
PREVENTS,allyl sulfide,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,allyl sulfide Malignant neoplasm of breast
PREVENTS,resveratrol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,resveratrol Malignant neoplasm of breast
USES,research,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,research breast cancer prevention
USES,Clinical Research,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,Clinical Research breast cancer prevention
PREVENTS,Propofol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Propofol Malignant neoplasm of breast
PREVENTS,PTGS2 gene|PTGS2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,PTGS2 gene|PTGS2 Malignant neoplasm of breast
PREVENTS,IGF1R gene|IGF1R,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,IGF1R gene|IGF1R Malignant neoplasm of breast
PREVENTS,HMGB1 gene|HMGB1,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,HMGB1 gene|HMGB1 Breast cancer metastatic
PREVENTS,letrozole,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,letrozole Malignant neoplasm of breast
PREVENTS,"Contraceptives, Oral",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"Contraceptives, Oral Malignant neoplasm of breast"
PREVENTS,VEGF gene|VEGFA,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,VEGF gene|VEGFA Malignant neoplasm of breast
PREVENTS,PGR gene|PGR,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,PGR gene|PGR Malignant neoplasm of breast
PREVENTS,lapatinib,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,lapatinib Malignant neoplasm of breast
PREVENTS,Leptin|LEP,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Leptin|LEP Malignant neoplasm of breast
PREVENTS,receptor,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Hormonal Treatments,receptor Breast Carcinoma
PREVENTS,Aromatase Inhibitors,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,Aromatase Inhibitors Breast cancer recurrent
PREVENTS,Cyclooxygenase Inhibitors,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Cyclooxygenase Inhibitors Malignant neoplasm of breast
PREVENTS,Hysterectomy,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Hysterectomy Malignant neoplasm of breast
PREVENTS,RANTES|CCL5,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,RANTES|CCL5 Breast cancer metastatic
PREVENTS,WISP2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,WISP2 Malignant neoplasm of breast
PREVENTS,MMP9 gene|MMP9,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,MMP9 gene|MMP9 Malignant neoplasm of breast
PREVENTS,vasodilator-stimulated phosphoprotein,"Carcinoma, Ductal, Breast",0.0,Female Breast Cancer,Medical Procedures,"vasodilator-stimulated phosphoprotein Carcinoma, Ductal, Breast"
PREVENTS,calmodulin-dependent protein kinase II|CAMK2G,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,calmodulin-dependent protein kinase II|CAMK2G Breast cancer metastatic
PREVENTS,Docosahexaenoic Acids,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,Docosahexaenoic Acids Breast cancer metastatic
PREVENTS,GSTM1 gene|GSTM1,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,GSTM1 gene|GSTM1 Breast Carcinoma
PREVENTS,benzyl isothiocyanate,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,benzyl isothiocyanate Malignant neoplasm of breast
PREVENTS,Bilateral salpingectomy with oophorectomy,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Bilateral salpingectomy with oophorectomy Malignant neoplasm of breast
PREVENTS,Adrenergic beta-Antagonists,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Hormonal Treatments,Adrenergic beta-Antagonists Malignant neoplasm of breast
PREVENTS,sulforafan,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,sulforafan Malignant neoplasm of breast
PREVENTS,Tretinoin,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Tretinoin Malignant neoplasm of breast
PREVENTS,exemestane,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,exemestane Breast cancer recurrent
PREVENTS,PRRT2,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,PRRT2 Breast cancer metastatic
PREVENTS,MTUS1,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,MTUS1 Breast Carcinoma
PREVENTS,Testosterone,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Testosterone Malignant neoplasm of breast
PREVENTS,Carotenoids,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Carotenoids Malignant neoplasm of breast
PREVENTS,Cigarette smoke,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Cigarette smoke Malignant neoplasm of breast
PREVENTS,Celebrex,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Celebrex Malignant neoplasm of breast
PREVENTS,indole-3-carbinol,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,indole-3-carbinol Breast Carcinoma
PREVENTS,soy protein isolate,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,soy protein isolate Malignant neoplasm of breast
PREVENTS,Phenobarbital,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Phenobarbital Malignant neoplasm of breast
METHOD_OF,educational intervention,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,educational intervention breast cancer prevention
PREVENTS,zoledronic acid,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,zoledronic acid Malignant neoplasm of breast
COEXISTS_WITH,Intervention regimes,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,Intervention regimes breast cancer prevention
PREVENTS,ORALIT,Female Breast Carcinoma,0.0,Female Breast Cancer,Medical Procedures,ORALIT Female Breast Carcinoma
PREVENTS,Oxidoreductase,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Oxidoreductase Malignant neoplasm of breast
PREVENTS,ERBB2|NEU1|NEURL1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ERBB2|NEU1|NEURL1 Malignant neoplasm of breast
METHOD_OF,intervention program,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,intervention program breast cancer prevention
PREVENTS,daidzein,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,daidzein Malignant neoplasm of breast
COEXISTS_WITH,Health Services,breast cancer prevention,0.0269730269730269,Other,Medical Procedures,Health Services breast cancer prevention
PREVENTS,breast cancer prevention,Breast cancer invasive NOS,0.0129870129870129,Female Breast Cancer,Medical Procedures,breast cancer prevention Breast cancer invasive NOS
PREVENTS,GSTP1 gene|GSTP1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,GSTP1 gene|GSTP1 Malignant neoplasm of breast
PREVENTS,FASTK Gene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,FASTK Gene Malignant neoplasm of breast
PREVENTS,Hydroxymethylglutaryl-CoA Reductase Inhibitors,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Hydroxymethylglutaryl-CoA Reductase Inhibitors Malignant neoplasm of breast
PREVENTS,"Anti-Inflammatory Agents, Non-Steroidal",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"Anti-Inflammatory Agents, Non-Steroidal Malignant neoplasm of breast"
PREVENTS,SLC12A2,Noninfiltrating Intraductal Carcinoma,0.0019980019980019,Female Breast Cancer,Medical Procedures,SLC12A2 Noninfiltrating Intraductal Carcinoma
PREVENTS,CHD5,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,CHD5 Malignant neoplasm of breast
PREVENTS,UCHL1 Antigens,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,UCHL1 Antigens Breast cancer recurrent
PREVENTS,fucoxanthinol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,fucoxanthinol Malignant neoplasm of breast
PREVENTS,DNAJB6,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,DNAJB6 Malignant neoplasm of breast
PREVENTS,Beta Carotene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Beta Carotene Malignant neoplasm of breast
PREVENTS,anastrozole,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,anastrozole Malignant neoplasm of breast
PREVENTS,Reduction - action,Contralateral breast cancer,0.0119880119880119,Female Breast Cancer,Medical Procedures,Reduction - action Contralateral breast cancer
PREVENTS,Flavonoids,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Flavonoids Malignant neoplasm of breast
PREVENTS,Termination of pregnancy,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Termination of pregnancy Malignant neoplasm of breast
PREVENTS,epigallocatechin gallate,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,epigallocatechin gallate Malignant neoplasm of breast
PREVENTS,exemestane,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,exemestane Malignant neoplasm of breast
PREVENTS,Alleles,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Alleles Malignant neoplasm of breast
PREVENTS,Salpingo-oophorectomy,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Salpingo-oophorectomy Malignant neoplasm of breast
PREVENTS,Analog,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Analog Malignant neoplasm of breast
USES,"Clinical Trials, Phase II",breast cancer prevention,0.0269730269730269,Other,Medical Procedures,"Clinical Trials, Phase II breast cancer prevention"
PREVENTS,CADM1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,CADM1 Malignant neoplasm of breast
PREVENTS,Mevalonic Acid,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Mevalonic Acid Malignant neoplasm of breast
PREVENTS,heparanase|HPSE,Breast cancer metastatic,0.0369630369630369,Female Breast Cancer,Medical Procedures,heparanase|HPSE Breast cancer metastatic
PREVENTS,FOXA1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,FOXA1 Malignant neoplasm of breast
PREVENTS,4-Aminobutyrate aminotransferase,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,4-Aminobutyrate aminotransferase Malignant neoplasm of breast
PREVENTS,polyphenols,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,polyphenols Malignant neoplasm of breast
PREVENTS,Poisons,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Poisons Malignant neoplasm of breast
PREVENTS,"FRAP1 protein, human|MTOR",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"FRAP1 protein, human|MTOR Malignant neoplasm of breast"
PREVENTS,perfluorooctane sulfonic acid,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,perfluorooctane sulfonic acid Malignant neoplasm of breast
PREVENTS,Diphosphonates,Breast cancer recurrent,0.0429570429570429,Recurrent Breast Cancer,Medical Procedures,Diphosphonates Breast cancer recurrent
PREVENTS,HIC1 gene|HIC1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,HIC1 gene|HIC1 Malignant neoplasm of breast
PREVENTS,Cups,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Cups Malignant neoplasm of breast
PREVENTS,Nik related kinase|MAP3K14|MAP4K4,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Nik related kinase|MAP3K14|MAP4K4 Malignant neoplasm of breast
PREVENTS,CHCHD2 gene|CHCHD2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,CHCHD2 gene|CHCHD2 Malignant neoplasm of breast
PREVENTS,heparanase,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,heparanase Malignant neoplasm of breast
PREVENTS,"CCNE1 protein, human|CCNE1",Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,"CCNE1 protein, human|CCNE1 Breast Carcinoma"
PREVENTS,Aromatase Inhibitors,contralateral breast cancer,0.0009990009990009,Female Breast Cancer,Medical Procedures,Aromatase Inhibitors contralateral breast cancer
PREVENTS,Hemostatic gauze,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Hemostatic gauze Malignant neoplasm of breast
PREVENTS,"Fatty Acids, Volatile",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"Fatty Acids, Volatile Malignant neoplasm of breast"
PREVENTS,ZNF350 gene|ZNF350,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ZNF350 gene|ZNF350 Malignant neoplasm of breast
PREVENTS,ergocalciferol,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ergocalciferol Malignant neoplasm of breast
PREVENTS,ropivacaine,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ropivacaine Malignant neoplasm of breast
PREVENTS,Polyunsaturated Fatty Acids,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Polyunsaturated Fatty Acids Malignant neoplasm of breast
PREVENTS,IMPACT gene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,IMPACT gene Malignant neoplasm of breast
PREVENTS,TNS4 gene|TNS4,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,TNS4 gene|TNS4 Malignant neoplasm of breast
PREVENTS,WASF1 gene|WASF1,Breast Carcinoma,0.0289710289710289,Female Breast Cancer,Medical Procedures,WASF1 gene|WASF1 Breast Carcinoma
PREVENTS,Animal protein,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Animal protein Malignant neoplasm of breast
PREVENTS,Antineoplastic Agents,Carcinoma breast stage IV,0.0,Female Breast Cancer,Medical Procedures,Antineoplastic Agents Carcinoma breast stage IV
PREVENTS,"CD69 protein, human|CD69",Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,"CD69 protein, human|CD69 Malignant neoplasm of breast"
PREVENTS,DIRAS3 gene|DIRAS3,Carcinoma breast stage IV,0.0,Female Breast Cancer,Medical Procedures,DIRAS3 gene|DIRAS3 Carcinoma breast stage IV
PREVENTS,ALDH1A1 gene|ALDH1A1,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,ALDH1A1 gene|ALDH1A1 Malignant neoplasm of breast
PREVENTS,Botanical,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,Botanical Malignant neoplasm of breast
PREVENTS,raloxifene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,raloxifene Malignant neoplasm of breast
PREVENTS,Micelles,Triple Negative Breast Neoplasms,0.0339660339660339,Female Breast Cancer,Medical Procedures,Micelles Triple Negative Breast Neoplasms
PREVENTS,METTL3 gene|METTL3,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,METTL3 gene|METTL3 Malignant neoplasm of breast
PREVENTS,HPSE2 gene|HPSE2,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,HPSE2 gene|HPSE2 Malignant neoplasm of breast
PREVENTS,AK4 gene,Malignant neoplasm of breast,0.2977022977022977,Female Breast Cancer,Medical Procedures,AK4 gene Malignant neoplasm of breast
PREVENTS,exemestane,Contralateral breast cancer,0.0119880119880119,Female Breast Cancer,Medical Procedures,exemestane Contralateral breast cancer
