PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type
DIAGNOSES,Biopsy,Secondary malignant neoplasm of breast,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Core needle biopsy,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer
DIAGNOSES,Sentinel Lymph Node Biopsy,Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Immunohistochemistry,Invasive Ductal Breast Carcinoma,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Magnetic Resonance Imaging,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,PET/CT scan,Invasive Ductal Breast Carcinoma,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Genetic screening method,Hereditary Breast and Ovarian Cancer Syndrome,0.0,Female Breast Cancer
DIAGNOSES,FDG-Positron Emission Tomography and Computed Tomography Scan,estrogen receptor-positive breast cancer,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Research Personnel,Early-Stage Breast Carcinoma,0.0029970029970029,Female Breast Cancer
DIAGNOSES,Assay,Early-Stage Breast Carcinoma,0.0029970029970029,Female Breast Cancer
DIAGNOSES,Sentinel Lymph Node Biopsy,Locally advanced breast cancer,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Subtyping,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Screening Method,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,PET/CT scan,Locally advanced breast cancer,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Ki67 Measurement,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer
DIAGNOSES,Magnetic resonance imaging of breast,Locally advanced breast cancer,0.0019980019980019,Female Breast Cancer
DIAGNOSES,radiologist,Ductal Breast Carcinoma,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Immunohistochemistry,HER2-positive carcinoma of breast,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Ultrasound-Guided Core Biopsy,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,B mode ultrasound,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Magnetic Resonance Imaging,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer
DIAGNOSES,Diffusion weighted imaging,Locally advanced breast cancer,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Immunophenotyping,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,"Ultrasonography, Mammary",Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Diagnosis,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Screening procedure,"Breast Cancer, Familial",0.0049950049950049,Female Breast Cancer
DIAGNOSES,"Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization",Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
MEASURES,Study,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Electrocorticogram,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Early Diagnosis,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Laboratory Procedures,HER2-positive carcinoma of breast,0.0059940059940059,Female Breast Cancer
MEASURES,Ultrasonography,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer
DIAGNOSES,Health Personnel,Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Microarray Analysis,Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Biomarker Analysis,HER2-positive carcinoma of breast,0.0059940059940059,Female Breast Cancer
DIAGNOSES,tomography,Recurrent Breast Carcinoma,0.0019980019980019,Recurrent Breast Cancer
DIAGNOSES,Breast Cancer Type 1 Susceptibility Protein Measurement,Carcinoma breast stage I,0.0,Female Breast Cancer
DIAGNOSES,Contrast-enhanced Magnetic Resonance Imaging,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Computed Tomography (CT) of Liver,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Spectroscopy, Fourier Transform Infrared",Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Fecal analysis procedure,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Diagnosis,Female Breast Carcinoma,0.0069930069930069,Female Breast Cancer
DIAGNOSES,Magnetic Resonance Imaging,Invasive Ductal Breast Carcinoma,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Fibrin-fibrinogen split products assay,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Screening procedure,Early-Stage Breast Carcinoma,0.0029970029970029,Female Breast Cancer
DIAGNOSES,Diagnosis,Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,fMRI,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Infrared Thermography,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Immunophenotyping,Luminal B Breast Carcinoma,0.0039960039960039,Female Breast Cancer
DIAGNOSES,Multiparametric Magnetic Resonance Imaging,contralateral breast cancer,0.0,Female Breast Cancer
DIAGNOSES,Absolute Reticulocyte Count,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Single-Cell Analysis,Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,Single-Cell Analysis,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Immunohistochemistry,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Magnetic resonance imaging of breast,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Biopsy,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Cell Count,HER2-positive carcinoma of breast,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Cytometry,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Mass Spectrometry,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Vacuum assisted biopsy,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Laboratory Procedures,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Imaging Techniques,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Digital Image Analysis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Research Personnel,Carcinoma breast stage IV,0.0209790209790209,Female Breast Cancer
DIAGNOSES,Digital Image Analysis,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Volume Measurement,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Biopsy,estrogen receptor-positive breast cancer,0.0049950049950049,Female Breast Cancer
DIAGNOSES,PET/CT scan,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Platelet hematocrit measurement,Early-Stage Breast Carcinoma,0.0029970029970029,Female Breast Cancer
DIAGNOSES,Ultrasonography,Early-Stage Breast Carcinoma,0.0029970029970029,Female Breast Cancer
DIAGNOSES,Photoacoustic Imaging,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,T2 (Observed)-Weighted Imaging,Triple Negative Breast Neoplasms,0.0179820179820179,Female Breast Cancer
DIAGNOSES,Subtyping,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Radionuclide Imaging,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,clonality,Contralateral breast cancer,0.0049950049950049,Female Breast Cancer
DIAGNOSES,mutation analysis,Ductal Breast Carcinoma,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Immunoprecipitation,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Immunofluorescence,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Excision biopsy,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Endoscopic biopsy,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Cytokeratin-18 Staining Method,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Logistic Regression,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Hair zinc,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Western Blot,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Homocysteine level,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Iodine uptake,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,DERIVED,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Functional Imaging,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,White Blood Cell Count procedure,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,angiogram,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Xeroradiography,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Spectrum Analysis, Raman",Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Diagnostic Neoplasm Staging,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Immunocytochemistry,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Estrogen receptor assay (ERA),Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,"Spectrum Analysis, Raman","Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,"Spectrum Analysis, Raman","Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,"Cloning, Molecular",Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Microdissection,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Immunoperoxidase Techniques,Ductal Breast Carcinoma,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Image analysis,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Nucleic acid assay,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Mediastinoscopy,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Ultrasonography,bilateral breast cancer,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Surgeon,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Estrogen receptor assay (ERA),Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Staining method,Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,Progesterone receptor assay,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Morphometric analysis,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,histological diagnosis,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Early Diagnosis,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Incisional biopsy - action,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,DNA chemical synthesis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,General Practitioners,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Diaphanography,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Clinical Trials,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Author,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,histological diagnosis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Carbohydrate antigen 549 measurement,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Radioimmunodetection,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Spectrometry,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Lymphography,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Venography - procedure,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,thermography,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Diagnostic radiologic examination,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Puncture biopsy,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Radioisotope scan of bone,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Chromatography, Affinity",Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Mucin-1 Staining Method,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Mucin-2 Staining Method,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Optical Methods,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,DIRECT ASSAY,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Surgeon,Familial cancer of breast,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Sequence Determinations,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Estrogen measurement,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Voluntary Workers,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Sentinel Lymph Node Biopsy,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Skeletal X-ray,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Pilot,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Ultrasonography,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
MEASURES,Enzyme Immunoassay,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Nuclear medicine procedure,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Research Personnel,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Mucin-2 Staining Method,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Woman,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Enzyme Immunoassay,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Mammography,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,mutation analysis,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Mucin-1 Staining Method,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Hormone measurement,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Creatinine clearance measurement,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Cell Count,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,"Ultrasonography, Doppler, Color",Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Oncologist,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,WORK UP,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Histocytochemistry,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,genetic analysis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Tomography, Spiral Computed",Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,small angle X ray scattering,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Positron-Emission Tomography,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Incisional biopsy - action,Breast cancer recurrent,0.0069930069930069,Recurrent Breast Cancer
DIAGNOSES,immunological status,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Plasma insulin,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,HIGH SENSITIVITY,Contralateral breast cancer,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Colposcopy,Breast cancer recurrent,0.0069930069930069,Recurrent Breast Cancer
DIAGNOSES,high throughput analysis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Exploration with a probe,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Hepatitis B virus DNA assay,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Magnetic Resonance Imaging,Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Plasma estradiol measurement,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Weighing patient,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Gene Expression Profiling,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Mammography,Familial cancer of breast,0.0059940059940059,Female Breast Cancer
DIAGNOSES,"Spectrum Analysis, Mass","Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Abdomen scan,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,molecular imaging,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Patients,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Pathologist evaluation,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Insulin-like growth factor binding protein 3 level,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Plain x-ray,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Morphometric analysis,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Clinicians,Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,Laboratory studies,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,"Tomography, Emission-Computed",Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Cell marker,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Core needle biopsy,bilateral breast cancer,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Needle biopsy procedure,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
MEASURES,Ultrasonography,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,HIGH SENSITIVITY,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Clinicians,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Gene Expression Profiling,Breast cancer recurrent,0.0069930069930069,Recurrent Breast Cancer
MEASURES,Mammography,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,fluorodeoxyglucose positron emission tomography,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Biopsy,Ductal Breast Carcinoma,0.0049950049950049,Female Breast Cancer
DIAGNOSES,CD4/CD8 ratio procedure,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Provider,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,AIDS diagnosis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,mutation analysis,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Medical oncologist,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,"Microscopy, Confocal",Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Core needle biopsy,Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Immunology profile,Inflammatory Breast Carcinoma,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Hemoglobin measurement,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Tomography, Emission-Computed","Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
MEASURES,Core needle biopsy,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Diagnostic radiologic examination,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,fluorodeoxyglucose positron emission tomography,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,IMMUNOHISTOCHEMICAL,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Hospital specialist,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Lymph Node Mapping,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Toxicology screen, general",Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,HercepTest,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Plastic surgeon,Breast cancer recurrent,0.0069930069930069,Recurrent Breast Cancer
DIAGNOSES,intravital microscopy,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Ultrasonography, Doppler, Color",Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Assay,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Diagnostic tests,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Surgical biopsy,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Patients,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Estimator,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,BREAST.FINE NEEDLE,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Nurses,Familial cancer of breast,0.0059940059940059,Female Breast Cancer
DIAGNOSES,Palpation,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
MEASURES,Clinical Trials,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Biopsy,Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,"Toxicology screen, general",Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Histology Procedure,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Needle biopsy procedure,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Diagnostic Neoplasm Staging,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Autopsy,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Immunophenotyping,Noninfiltrating Intraductal Carcinoma,0.0389610389610389,Female Breast Cancer
DIAGNOSES,Author,Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,Mammography,Contralateral breast cancer,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Mammography,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
MEASURES,Analysis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Cancer antigen 27.29,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Ultrasonography,Breast cancer recurrent,0.0069930069930069,Recurrent Breast Cancer
DIAGNOSES,tomography,Contralateral breast cancer,0.0049950049950049,Female Breast Cancer
DIAGNOSES,Osteopontin Staining Method,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,Cytokeratin-14 Staining Method,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Immunophenotyping,Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,breast cancer diagnosis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,"Tomography, Ultrasonic",Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Diagnostic radiologic examination,"Carcinoma, Ductal, Breast",0.0139860139860139,Female Breast Cancer
DIAGNOSES,"Tomography, Emission-Computed",Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,Scanning,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Pulmonary function tests,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Molecular Diagnostic Testing,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Cell hybridization,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,fluorodeoxyglucose positron emission tomography,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Teacher,Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Amino acid level,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Multimodal Imaging,bilateral breast cancer,0.0019980019980019,Female Breast Cancer
DIAGNOSES,Mammography,Carcinoma of Male Breast,0.0059940059940059,Male Breast Cancer
DIAGNOSES,Cell marker,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Positron-Emission Tomography,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,"Microscopy, Scanning Tunneling",Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
MEASURES,Flow Cytometry,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Immunohistochemistry,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Sodium measurement,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Ultrasonography,Contralateral breast cancer,0.0049950049950049,Female Breast Cancer
DIAGNOSES,HIGH SENSITIVITY,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
MEASURES,Fine needle aspiration biopsy,Breast Carcinoma,0.0509490509490509,Female Breast Cancer
DIAGNOSES,Sentinel Lymph Node Biopsy,Breast cancer metastatic,0.0139860139860139,Female Breast Cancer
DIAGNOSES,Magnetic Resonance Imaging,Breast cancer stage III,0.0029970029970029,Female Breast Cancer
DIAGNOSES,rapid diagnosis,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,Blood Tests,Malignant neoplasm of breast,0.2177822177822178,Female Breast Cancer
DIAGNOSES,proteomic profiling,Familial cancer of breast,0.0059940059940059,Female Breast Cancer
DIAGNOSES,"Sequence Analysis, RNA",Breast cancer invasive NOS,0.0269730269730269,Female Breast Cancer
DIAGNOSES,Author,Ductal Breast Carcinoma,0.0049950049950049,Female Breast Cancer
