PREDICATION_ID,SENTENCE_ID,PMID,PREDICATE,SUBJECT_CUI,SUBJECT_NAME,SUBJECT_SEMTYPE,SUBJECT_NOVELTY,OBJECT_CUI,OBJECT_NAME,OBJECT_SEMTYPE,OBJECT_NOVELTY,unk1,unk2,unk3
125717005,120795661,18827822,TREATS,C0203028,Screening mammography,topp,1,C0559119,Family history of breast cancer,fndg,1,\N,\N,\N
125771157,106223417,15133635,DIAGNOSES,C0032743,Positron-Emission Tomography,diap,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
126003364,108496411,15579017,ASSOCIATED_WITH,C1363878|6375,XCL1 gene|XCL1,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
126088103,117697795,18253122,PART_OF,C1424448|11200,CHEK2 gene|CHEK2,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
126088318,117697798,18253122,PREDISPOSES,C1424448|11200,CHEK2 gene|CHEK2,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
126110595,111751936,16172189,USES,C0008972,Clinical Research,resa,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
126154332,115503900,17428163,USES,C0282461,"Clinical Trials, Phase III",resa,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
126589961,113365074,17040626,METHOD_OF,C0220908,Screening procedure,hlca,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
126679527,120817830,18831741,TREATS,C0085198,Esophagectomy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
126774846,116566918,17621604,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
126953526,116395667,17591420,TREATS,C0034618,Radiation therapy,topp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
126953556,116395667,17591420,TREATS,C0278259,Local excision,topp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
127045142,110150439,15871703,ASSOCIATED_WITH,2064|4758|9148,ERBB2|NEU1|NEURL1,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
127045598,110150451,15871703,ASSOCIATED_WITH,2064|4758|9148,ERBB2|NEU1|NEURL1,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
127045628,110150451,15871703,ASSOCIATED_WITH,2064|4758|9148,ERBB2|NEU1|NEURL1,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
127047554,110150501,15871718,COEXISTS_WITH,C0011633,Dermatomyositis,dsyn,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
127544555,232031180,22581182,ASSOCIATED_WITH,C0664390|7422,Vascular Endothelial Growth Factor D|VEGFA,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
127544647,232031490,22581182,ASSOCIATED_WITH,C0529330,"Receptor, Angiotensin, Type 1",aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
127544801,232031793,22581182,ASSOCIATED_WITH,C0664390|7422,Vascular Endothelial Growth Factor D|VEGFA,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
127593942,122289253,19153073,ASSOCIATED_WITH,C0012854,DNA,bacs,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
127841545,123851749,19675453,COEXISTS_WITH,C0007124,Noninfiltrating Intraductal Carcinoma,neop,1,C1328544,Tubular breast cancer,neop,1,\N,\N,\N
127883577,126915669,21070440,TREATS,C0543467,Operative Surgical Procedures,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
128155125,128309630,21332380,METHOD_OF,C1510438,Assay,lbpr,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
128308069,233604275,21909787,DIAGNOSES,C0949466,Western Blot,lbpr,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
128308289,233604819,21909787,ASSOCIATED_WITH,C0916139|4609,N-Myc Downstream Regulated Protein 1|MYC,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
128393019,233780170,22102688,PREVENTS,C0593802,Aromatase Inhibitors,phsu,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
128793970,122131488,19124502,DIAGNOSES,C0679560,Genetic screening method,lbpr,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
128818239,125945751,20353093,LOCATION_OF,C0442592,Clinic,hcro,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
129043504,235076750,22202323,DIAGNOSES,C0005560,Needle biopsy procedure,diap,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
129143473,122495418,19190627,PREDISPOSES,C1514474,Prognostic Factor,clna,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
129188757,125866899,20335440,METHOD_OF,C0024485,Magnetic Resonance Imaging,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
129631289,236242595,22558889,METHOD_OF,C1318309,Core needle biopsy,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
129722748,236427810,23441606,NEG_ASSOCIATED_WITH,C0042866,Vitamin D,strd,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
129742971,236469051,22013391,METHOD_OF,C1135809,Caloric Restriction,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
129742994,236469051,22013391,METHOD_OF,C1135809,Caloric Restriction,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
129818638,236627408,21947904,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
129897306,121440714,18999882,TREATS,C1533685,Injection procedure,topp,1,C1277190,Suspected breast cancer,fndg,1,\N,\N,\N
129918288,124791142,20069505,LOCATION_OF,C0007610,Cell Nucleus,celc,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
129935902,125133490,20136645,DIAGNOSES,C0024485,Magnetic Resonance Imaging,diap,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
130097124,124609225,20037459,TREATS,C0009429,Combined Modality Therapy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
130219217,121446827,19000952,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
130458516,124434918,19879761,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
130480553,237951987,22928071,METHOD_OF,C1273869,Intervention regimes,hlca,0,C0281189,breast cancer prevention,topp,1,\N,\N,\N
130508965,125669546,20233484,PREVENTS,C0039286,Tamoxifen,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
130637418,238281072,21984941,METHOD_OF,C0086153,Dietary Modification,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
130755650,238526475,22681627,PREDISPOSES,C0039286,Tamoxifen,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
130755752,238526617,22681627,DISRUPTS,C0246421,letrozole,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
130755785,238526617,22681627,DISRUPTS,C0290883,anastrozole,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
130755893,238526846,22681627,PREDISPOSES,C0593802,Aromatase Inhibitors,phsu,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
130755918,238526846,22681627,PREDISPOSES,C0851344,exemestane,phsu,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
130876717,238768325,22307211,METHOD_OF,C0679560,Genetic screening method,lbpr,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
131031145,239077620,22531532,LOCATION_OF,C0006141,Breast,bpoc,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
131066230,239148097,22644676,AUGMENTS,57111,RAB25,gngm,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131066268,239148097,22644676,COEXISTS_WITH,C0024232,Lymphatic Metastasis,neop,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131066346,239148292,22644676,ASSOCIATED_WITH,57111,RAB25,gngm,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131066380,239148292,22644676,ASSOCIATED_WITH,C1336934|7422,VEGF gene|VEGFA,gngm,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131319487,239650043,23061814,ASSOCIATED_WITH,C0143630,Stem Cell Factor,aapp,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
131360115,239728914,22899999,LOCATION_OF,C0029939,Ovary,bpoc,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131360150,239728914,22899999,LOCATION_OF,C0014180,Endometrium,bpoc,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131360224,239728914,22899999,ASSOCIATED_WITH,3778,KCNMA1,gngm,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131422034,239858128,22114898,USES,C0035168,research,resa,0,C0281189,breast cancer prevention,topp,1,\N,\N,\N
131546482,126355284,20425603,PREVENTS,C0024881,Mastectomy,topp,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
131563649,122013262,19102642,METHOD_OF,C0029936,Ovariectomy,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
131573621,123747304,19656771,METHOD_OF,C0040808,Treatment Protocols,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
131784251,124641778,20043072,TREATS,C0950521,cyclophosphamide/fluorouracil/methotrexate protocol,topp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131784602,124641782,20043072,ASSOCIATED_WITH,C0904580,Rho GDIalpha,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
131888423,240798013,25640371,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
132099981,241232126,22504672,LOCATION_OF,C0178784,Organ,bpoc,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
132151432,129436452,21537848,METHOD_OF,C0376284,Machine Learning,mcha,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
132155595,241350698,23031786,ASSOCIATED_WITH,C0035696,"RNA, Messenger",bacs,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
132155660,241350823,23031786,PART_OF,C0040300,Body tissue,tisu,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
132155783,241351117,23031786,DIAGNOSES,C0021044,Immunohistochemistry,lbpr,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
132638229,128053290,21285148,PREVENTS,C0014930,Estrogen Antagonists,phsu,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
132777224,242605430,23034813,AFFECTS,C0242939,"Radiotherapy, Adjuvant",topp,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
132784243,127724014,21221768,ASSOCIATED_WITH,C0376571|672,BRCA1 gene|BRCA1,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
132868123,130166765,21671018,PRECEDES,C0006142,Malignant neoplasm of breast,neop,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
132923683,131041897,21830013,LOCATION_OF,C0817096,Chest,blor,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
133418701,243911657,22727479,TREATS,C0013216,Pharmacotherapy,topp,1,C0278489,stage IIIA breast cancer,neop,1,\N,\N,\N
133440309,130178499,21672945,PREVENTS,C0024881,Mastectomy,topp,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
133544056,127738392,21224711,TREATS,C0543467,Operative Surgical Procedures,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
133565808,129111804,21479624,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
133680796,244439966,22876347,METHOD_OF,C0037812,Spectrum Analysis,lbpr,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
133692940,127908230,21257089,METHOD_OF,C0025086,Medical Imaging,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
133755952,244597176,22288129,TREATS,C0013216,Pharmacotherapy,topp,1,C0278513,stage IIIB breast cancer,neop,1,\N,\N,\N
133819019,128422150,21352649,METHOD_OF,C0242506,Fluorescence Spectroscopy,lbpr,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
133847949,129829683,21607448,PREVENTS,C0060197,Fenretinide,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
134203281,131425111,21898661,PREDISPOSES,C0919524|472,ATM gene|ATM,gngm,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
134236426,127399196,21160270,LOCATION_OF,C0222601,Left breast,bpoc,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
134242760,128612885,21388744,TREATS,C0013216,Pharmacotherapy,topp,1,C0278489,stage IIIA breast cancer,neop,1,\N,\N,\N
134256410,245611230,22879364,PART_OF,C0022457|3845,K-ras Oncogene|KRAS,gngm,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
134256441,245611230,22879364,TREATS,C0246421,letrozole,orch,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
134632309,246383740,22807945,DIAGNOSES,C0024671,Mammography,diap,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
134632338,246383740,22807945,DIAGNOSES,C0041618,Ultrasonography,diap,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
134632378,246383740,22807945,DIAGNOSES,C1318309,Core needle biopsy,diap,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
134673979,130554145,21738817,MEASURES,C0021044,Immunohistochemistry,lbpr,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
134766038,128623650,21390499,PRECEDES,C0278601,Inflammatory Breast Carcinoma,neop,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
134766227,128623653,21390499,PREDISPOSES,C0019929,Hormone Receptor,aapp,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
134966138,247064887,22622811,COEXISTS_WITH,C0027651,Neoplasm,neop,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
135006094,122615267,19211621,PREDISPOSES,C0001962,Ethanol,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
135141655,123820303,19669673,USES,C0008972,Clinical Research,resa,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
135145546,127776651,21231986,PART_OF,C0034804,Estrogen Receptors,gngm,1,C0278489,stage IIIA breast cancer,neop,1,\N,\N,\N
135229412,124178733,19736894,TREATS,C0087111,Therapeutic procedure,topp,0,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
135362545,122803502,19245139,METHOD_OF,C0005558,Biopsy,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
135389620,122626148,19213560,USES,C0282461,"Clinical Trials, Phase III",resa,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
135396242,124719382,20056651,ASSOCIATED_WITH,C0105770,beta catenin,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
135560826,124012987,19706753,DISRUPTS,C0039286,Tamoxifen,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
135586750,130045550,21646711,METHOD_OF,C0040395,tomography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
135661118,127612549,21199800,METHOD_OF,C0278790,dietary intervention,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
135676465,122461504,19184414,LOCATION_OF,C1552516,Specialty Group,hcro,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136021137,249259905,27284253,TREATS,C1512814,"Radiotherapy, Intensity-Modulated",topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
136021382,249260369,27284253,TREATS,C0087111,Therapeutic procedure,topp,0,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
136102874,249432556,26864441,LOCATION_OF,C0337960,Government hospital,hcro,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136181794,249599315,29107353,METHOD_OF,C0024485,Magnetic Resonance Imaging,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136181822,249599315,29107353,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136181859,249599315,29107353,METHOD_OF,C0032743,Positron-Emission Tomography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136181896,249599315,29107353,METHOD_OF,C0040395,tomography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136260462,249767223,28740541,METHOD_OF,C0041618,Ultrasonography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136260540,249767223,28740541,METHOD_OF,C0025086,Medical Imaging,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136453483,250188492,29476580,COEXISTS_WITH,C0684830,Secondary malignant neoplasm of axilla,neop,1,C1328544,Tubular breast cancer,neop,1,\N,\N,\N
136466412,250216058,29415446,METHOD_OF,C0677850,adjuvant therapy,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
136469754,250223235,28894585,TREATS,C0087111,Therapeutic procedure,topp,0,C0278489,stage IIIA breast cancer,neop,1,\N,\N,\N
136639309,250582261,28524234,PREDISPOSES,C0001948,Alcohol consumption,inbe,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
136639347,250582261,28524234,PREDISPOSES,C0700219,Cigarette Smoking,dora,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
136723908,250775689,26734993,METHOD_OF,C0024671,Mammography,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
136843779,251039470,27287780,DIAGNOSES,C0024485,Magnetic Resonance Imaging,diap,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
136889059,251138773,26574606,AFFECTS,C0087111,Therapeutic procedure,topp,0,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
136892655,251146808,28493033,LOCATION_OF,C1552516,Specialty Group,hcro,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
137020840,251429520,26605957,DIAGNOSES,C0024485,Magnetic Resonance Imaging,diap,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
137152380,251720254,25689718,DIAGNOSES,C0021044,Immunohistochemistry,lbpr,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
137192808,251811509,28988893,ISA,C1515107,Synchronous Bilateral Breast Carcinoma,neop,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
137305920,252055037,29080654,PREVENTS,C0024881,Mastectomy,topp,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
137510436,252499677,25788453,TREATS,C0087111,Therapeutic procedure,topp,0,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
137543208,252569242,26870178,ASSOCIATED_WITH,C0213321,pigment epithelium-derived factor,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
137543546,252569961,26870178,ASSOCIATED_WITH,C0042172,E-Cadherin,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
137681441,252859661,27123145,DIAGNOSES,C0024485,Magnetic Resonance Imaging,diap,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
137689369,252877033,28528393,PRECEDES,C0920425,Cancer Treatment,topp,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
137736121,252979972,28496143,METHOD_OF,C0024868,Mass Fragmentography,lbpr,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
137817096,253158452,26137331,TREATS,C0677850,adjuvant therapy,topp,1,C0278513,stage IIIB breast cancer,neop,1,\N,\N,\N
138162882,253909221,27125095,COEXISTS_WITH,C1257806,Chromosomal Instability,comd,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
138437604,254502880,29423438,USES,C0035168,research,resa,0,C0281189,breast cancer prevention,topp,1,\N,\N,\N
138510059,254656079,28779344,ASSOCIATED_WITH,1500|3547|4839|5921|10902|55695,CTNND1|IGSF1|NOP2|RASA1|BRD8|NSUN5,gngm,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
138510098,254656079,28779344,ASSOCIATED_WITH,C0042172,E-Cadherin,gngm,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
138742986,255155183,29147351,DIAGNOSES,C0005558,Biopsy,diap,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
138849434,255385485,28083458,TREATS,C0034618,Radiation therapy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
138921509,255548382,28595037,ASSOCIATED_WITH,C0085201|335,Apolipoprotein A-I|APOA1,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
138987120,255695715,27528812,DIAGNOSES,C1510483,Fine needle aspiration biopsy,diap,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
139089449,255918776,28533512,METHOD_OF,C0024487,Magnetic Resonance Spectroscopy,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
139186828,256133068,28255154,TREATS,C0024881,Mastectomy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
139236417,256238424,27160236,METHOD_OF,C1510483,Fine needle aspiration biopsy,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
139259436,256287666,27191984,ASSOCIATED_WITH,C0163410,Ceramide glucosyltransferase,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
139259545,256287976,27191984,ASSOCIATED_WITH,C0163410,Ceramide glucosyltransferase,aapp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
139307487,256391568,29578872,TREATS,C0013216,Pharmacotherapy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
139307518,256391568,29578872,TREATS,C0034618,Radiation therapy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
139307553,256391568,29578872,TREATS,C0191877,Bilateral mastectomy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
139344627,256468732,27002508,PREDISPOSES,C0012544,Diphosphonates,opco,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
139459095,256710041,25920602,PREDISPOSES,C0559473,Maternal history,fndg,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
139532763,256863332,25731378,TREATS,C0728940,Excision,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
139532799,256863332,25731378,TREATS,C1510998,Axillary Lymph Node Dissection,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
139549108,256897047,28935854,TREATS,C0543467,Operative Surgical Procedures,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
139980389,257829892,25763854,AUGMENTS,C1332416|332,BIRC5 gene|BIRC5,gngm,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
140104845,258098887,29152070,ASSOCIATED_WITH,C0376571|672,BRCA1 gene|BRCA1,gngm,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
140233643,258372650,29552125,PART_OF,C0040300,Body tissue,tisu,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
140261991,258431048,25829734,TREATS,C0013216,Pharmacotherapy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
140262012,258431048,25829734,TREATS,C0796392,bevacizumab,phsu,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
140262352,258431998,25829734,TREATS,C0013216,Pharmacotherapy,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
140323944,258560550,29244986,LOCATION_OF,C0000872,Academic Medical Centers,hcro,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
140387499,258696871,29522266,ASSOCIATED_WITH,79728,PALB2,gngm,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
140387540,258696871,29522266,ASSOCIATED_WITH,C0079419|7157,TP53 gene|TP53,gngm,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
140387574,258696871,29522266,ASSOCIATED_WITH,C1424448|11200,CHEK2 gene|CHEK2,gngm,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
140604067,259169278,26751177,PREDISPOSES,C0206076,Reproductive History,fndg,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
140665622,259302763,27376491,TREATS,C0243077,inhibitors,chvf,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
140711639,259400913,28475402,ASSOCIATED_WITH,22976,PAXIP1,gngm,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
141103565,260242190,25897222,METHOD_OF,C0021044,Immunohistochemistry,lbpr,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
141239890,260545101,26753781,USES,C0035168,research,resa,0,C0281189,breast cancer prevention,topp,1,\N,\N,\N
141296512,260673574,28447102,METHOD_OF,C1517324,Functional Imaging,diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
141440170,260981497,28386369,TREATS,C0013216,Pharmacotherapy,topp,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
141484318,261072182,29464003,TREATS,C0024884,radical mastectomy,topp,1,C1277190,Suspected breast cancer,fndg,1,\N,\N,\N
141568433,261248157,28386750,ASSOCIATED_WITH,C0015683,Fatty-acid synthase,aapp,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
141697772,261517939,28356982,ASSOCIATED_WITH,55760,DHX32,gngm,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
141720957,261567928,29065592,METHOD_OF,C0011905,"Diagnosis, Computer-Assisted",diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
141886585,261914770,29097444,METHOD_OF,C0040808,Treatment Protocols,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
141944087,262038115,25992689,ASSOCIATED_WITH,81858,SHARPIN,gngm,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
141983810,262124198,26722625,LOCATION_OF,C0006141,Breast,bpoc,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
141988257,262133861,29250535,PART_OF,C1519524,"Tissue, Paraffin",tisu,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
142843865,263953364,29254177,AFFECTS,4790,NFKB1,aapp,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
142843886,263953364,29254177,AFFECTS,7422,VEGFA,aapp,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
142843929,263953364,29254177,AFFECTS,C0752312,Mitogen-Activated Protein Kinases,aapp,1,C0280224,"stage, breast cancer",neop,1,\N,\N,\N
143062952,264438290,26378809,DIAGNOSES,C0796358,comparative genomic analysis,diap,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
143062999,264438398,26378809,ASSOCIATED_WITH,C1332788|55997,CFC1 gene|CFC1,gngm,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
143525043,265432039,26923683,METHOD_OF,C0279025,Endocrine therapy,topp,1,C0281189,breast cancer prevention,topp,1,\N,\N,\N
143679841,265761390,26349355,PREDISPOSES,C0039286,Tamoxifen,orch,1,C1096616,Contralateral breast cancer,neop,1,\N,\N,\N
143694145,265792387,26892455,METHOD_OF,C0011905,"Diagnosis, Computer-Assisted",diap,1,C0920737,breast cancer diagnosis,diap,1,\N,\N,\N
143711267,265829217,28767583,COEXISTS_WITH,C0677930,Primary Neoplasm,neop,1,C0861354,Invasive ductal breast cancer,neop,1,\N,\N,\N
143888261,266212650,27019627,PREDISPOSES,C1101610,MicroRNAs,bacs,1,C0279855,"cellular diagnosis, breast cancer",neop,1,\N,\N,\N
144065519,266596312,28133217,TREATS,C0543467,Operative Surgical Procedures,topp,1,C0281267,bilateral breast cancer,neop,1,\N,\N,\N
